,ID,GESCHLECHT,PARTEI_KURZ,GEBURTSDATUM,BERUF,GEBURTSLAND,NACHNAME,VORNAME,WAHLPERIODEN,MANDATSARTEN,AUSLAND,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19
1772,11001785,1,SPD,1927,"Lehrlingsausbilder, Bundesminister a. D.",Deutschland,Ravens,Karl,"['4', '5', '6', '7', '8']","['Direktwahl', 'Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1773,11001786,1,CDU,1929,"Rechtsanwalt und Notar, Parl. Staatsekretär a. D.",Deutschland,Rawe,Wilhelm,"['5', '6', '7', '8', '9', '10', '11', '12']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1774,11001787,1,SPD,1949,Angestellter,Deutschland,Rayer,Wolfgang,['9'],['Direktwahl'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1775,11001788,1,FDP,1892,Fabrikant,Deutschland,Rechenberg,Hans Albrecht,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,11001789,1,SPD,1920,Schmiedemeister,Deutschland,Recktenwald,Rudolf,['3'],['Landesliste'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,11001790,1,CDU,1932,Journalist,Deutschland,Reddemann,Gerhard,"['6', '7', '8', '9', '10', '11', '12']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Direktwahl']",0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1778,11001791,1,GRÜNE,1949,Journalist,Deutschland,Reents,Jürgen,['10'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1779,11001792,0,GRÜNE,1922,"Programmiererin, Rentnerin",Deutschland,Reetz,Christa,['10'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1780,11001793,1,CSU,1939,"Diplom-Verwaltungswirt, Postoberinspektor a. D.",Deutschland,Regenspurger,Otto,"['8', '9', '10', '11', '12', '13']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1781,11001794,1,SPD,1907,Tischlermeister,Deutschland,Regling,Karl,"['2', '3', '4', '5']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,11001795,0,SPD,1930,Dipl.-Volkswirtin,Deutschland,Rehlen,Wiltrud,['7'],['Landesliste'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1783,11001796,0,CDU,1896,Hausfrau,Deutschland,Rehling,Luise,"['1', '2', '3', '4']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Landesliste']",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,11001797,0,CDU,1950,"Mitglied der Volkskammer, Diplomlehrerin",Deutschland,Rehm,Stefanie,['11'],['Volkskammer'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1785,11001798,1,SPD,1901,Rechtsanwalt,Deutschland,Rehs,Reinhold,"['2', '3', '4', '5']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,11001799,1,CDU,1945,Rechtsanwalt,Deutschland,Reichenbach,Klaus,"['11', '12']","['Volkskammer', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1787,11001800,1,SPD,1925,Geschäftsführer,Deutschland,Reichhardt,Gerhard,['4'],['Landesliste'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,11001801,1,FDP,1907,Landwirt,Deutschland,Reichmann,Martin,"['4', '5']","['Landesliste', 'Landesliste']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,11001802,1,CSU,1930,Angestellter,Deutschland,Reichold,Heinrich,['8'],['Landesliste'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1790,11001803,1,GB/ BHE,1915,Praktischer Arzt,Deutschland,Reichstein,Willy,['2'],['Landesliste'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,11001804,1,FDP,1899,"Volkswirt, Professor",Deutschland,Reif,Hans,"['1', '2']","['Landesliste', 'Landesliste']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,11001805,1,SPD,1928,Geschäftsführer,Deutschland,Reimann,Manfred,"['10', '11', '12']","['Direktwahl', 'Direktwahl', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1793,11001806,1,KPD,1898,"Werftarbeiter, Bergmann, KPD-Vorsitzender",Deutschland,Reimann,Max,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,11001807,1,CDU,1944,Theologe,Deutschland,Reimers,Stephan,['8'],['Landesliste'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1795,11001808,1,CDU,1946,Notar,Deutschland,Reinartz,Bertold,"['12', '13']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1796,11001809,1,WAV,1900,"Schlosser, Werkmeister",Deutschland,Reindl,Otto,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,11001810,1,CDU,1909,Landwirt,Deutschland,Reinhard,Carl,"['3', '4', '5', '6']","['Direktwahl', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,11001811,0,CDU,1932,"Hausfrau, Säuglings- und Kinderkrankenschwester",Oberösterreich,Reinhardt,Erika,"['12', '13', '14']","['Direktwahl', 'Direktwahl', 'Landesliste']",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1799,11001812,1,CDU,1924,Landrat,Deutschland,Reinholz,Hermann Alexander,['5'],['Landesliste'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,11001813,1,SPD,1918,"Oberlandesgerichtsrat, Parl. Staatss. beim Bundesmin. für Finanzen",Deutschland,Reischl,Gerhard,"['4', '5', '6']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,11001814,1,SPD,1923,Fernsehjournalist,Deutschland,Reiser,Hermann P.,['7'],['Direktwahl'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1802,11001815,1,FU,1903,Rechtsanwalt und Notar,Deutschland,Reismann,Bernhard,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,11001816,1,CDU,1919,Praktischer Arzt,Deutschland,Reith,Eckhard,['3'],['Landesliste'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,11001817,1,SPD,1904,Kartonagenmeister,Deutschland,Reitz,Wilhelm,"['2', '3', '4', '5']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,11001818,1,SPD,1893,Oberlehrer i. R.,Deutschland,Reitzner,Richard,"['1', '2', '3', '4']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,11001819,1,SPD,1934,Oberstudiendirektor,Deutschland,Rempe,Walter,['12'],['Direktwahl'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1807,11001820,0,SPD,1940,Familienrichterin a. D.,Deutschland,Renesse,Margot,"['12', '13', '14']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1808,11001821,0,SPD,1919,"Präsidentin DBT a. D., Vizepräsidentin DBT a. D.",Deutschland,Renger,Annemarie,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1809,11001822,0,SPD,1947,Kaufmännische Angestellte,Deutschland,Rennebach,Renate,"['12', '13', '14']","['Landesliste', 'Landesliste', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1810,11001823,1,KPD,1892,Journalist,Deutschland,Renner,Heinz,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,11001824,1,FDP,1929,Wirtschaftsprüfer und Steuerberater,Deutschland,Rentrop,Friedhelm,['9'],['Landesliste'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1812,11001825,1,CDU,1947,Jurist,Deutschland,Repnik,Hans-Peter,"['9', '10', '11', '12', '13', '14', '15']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
1813,11001826,1,SPD,1941,Bergingenieur,Deutschland,Reschke,Otto,"['9', '10', '11', '12', '13']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1814,11001827,1,SPD,1935,Industriekaufmann,Deutschland,Reuschenbach,Peter W.,"['7', '8', '9', '10', '11', '12']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1815,11001828,1,SPD,1940,Bauingenieur (grad.),Deutschland,Reuter,Bernd,"['9', '10', '11', '12', '13', '14']","['Direktwahl', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Direktwahl']",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
1816,11001829,1,FDP,1906,Landwirt,Deutschland,Revenstorff,Hans,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,11001830,1,FU,1918,Geschäftsführer,Deutschland,Ribbeheger,Gerhard,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,11001831,1,CDU,1910,Oberlandwirtschaftsrat a. D.,Deutschland,Richarts,Hans,"['2', '3', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,11001832,1,SPD,1943,Theologe,Deutschland,Richter,Edelbert,"['11', '13', '14']","['Volkskammer', 'Landesliste', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1820,11001833,1,WAV,1911,Lehrer,Deutschland,Richter,Franz,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,11001834,1,SPD,1923,Realschullehrer,Deutschland,Richter,Klaus,"['5', '6', '7']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1822,11001835,1,FDP,1948,Rektor a. D.,Deutschland,Richter,Manfred,"['11', '12']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1823,11001836,1,SPD,1894,Geschäftsführer,Deutschland,Richter,Willi,"['1', '2']","['Landesliste', 'Direktwahl']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,11001837,1,FDP,1931,"Markscheider, Diplomingenieur",Deutschland,Riebensahm,Dietrich,['9'],['Landesliste'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1825,11001838,0,CDU,1923,"Weinsachverständige, Hausfrau",Deutschland,Riede,Paula,"['7', '8']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1826,11001839,1,CDU,1914,Bäckermeister,Deutschland,Riedel,Clemens,"['3', '4', '5', '6']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,11001841,1,CDU,1942,Universitätsprofessor,Deutschland,Rieder,Norbert,"['12', '13']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1828,11001842,1,CSU,1897,Gutsbesitzer,Österreich,Riederer von Paar,Max,['2'],['Direktwahl'],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,11001843,1,CSU,1933,"Dipl.-Kaufmann, Oberpostdirektor a. D.",Deutschland,Riedl,Erich,"['6', '7', '8', '9', '10', '11', '12', '13']","['Landesliste', 'Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1830,11001844,1,PDS/LL,1930,Professor für Staatsrecht,Deutschland,Riege,Gerhard,"['11', '12']","['Volkskammer', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1831,11001845,1,SPD,1915,Angestellter,Deutschland,Riegel,Karl,"['4', '5']","['Landesliste', 'Landesliste']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,11001846,1,FDP,1908,Regierungspräsident z. D.,Deutschland,Rieger,Walter,['4'],['Landesliste'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,11001847,1,CDU,1959,"Dipl.-Verwaltungswirt Polizei (FH), Kriminaloberkommissar a. D.",Deutschland,Riegert,Klaus,"['12', '13', '14', '15', '16', '17']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1834,11001848,1,FDP,1933,Rechtsanwalt,Deutschland,Riemer,Horst-Ludwig,['9'],['Landesliste'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1835,11001849,1,CDU,1935,"Dipl.-Chemiker, Bundesminister a. D.",Deutschland,Riesenhuber,Heinz,"['8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']","['Landesliste', 'Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
1836,11001850,1,SPD,1906,Ingenieur,Deutschland,Rimmelspacher,Hugo,['3'],['Landesliste'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,11001851,1,FDP,1939,Steuerberater,Deutschland,Rind,Hermann,"['11', '12']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1838,11001852,1,SPD,1909,Oberstudienrat i. R.,Deutschland,Rinderspacher,Fritz,"['4', '5', '6']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,11001853,1,CDU,1937,Volkshochschulleiter a. D.,Deutschland,Ringkamp,Werner,['12'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1840,11001854,1,CSU,1895,Ministerialrat a. D.,Deutschland,Rinke,Walter,['2'],['Landesliste'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,11001855,1,CDU,1930,Dipl.-Volkswirt,Deutschland,Rinsche,Günter,"['5', '6']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,11001856,1,DP,1900,Staatssekretär i. R.,Deutschland,Ripken,Georg,['3'],['Landesliste'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,11001857,1,KPD,1914,Redakteur,Deutschland,Rische,Friedrich,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,11001858,1,CDU,1910,Dipl.-Landwirt,Deutschland,Ritgen,Gerd,"['5', '6', '7']","['Landesliste', 'Direktwahl', 'Landesliste']",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1845,11001859,1,CDU,1931,"Dipl.-Landwirt, Landvolkshochschuldozent",Deutschland,Ritz,Burkhard,"['5', '6', '7', '8', '9']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1846,11001860,1,SPD,1893,Provinzialdirektor i. R.,Deutschland,Ritzel,Heinrich Georg,"['1', '2', '3', '4']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,11001861,1,SPD,1939,Installateurmeister,Deutschland,Rixe,Günter,"['12', '13', '11']","['Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1848,11001862,1,CDU,1908,Speditionskauffrau,Deutschland,Rock,Edelhard,"['5', '6']","['Direktwahl', 'Landesliste']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,11001863,0,DIE GRÜNEN/BÜNDNIS 90,1951,Speditionskauffrau,Deutschland,Brahmst-Rock,Helga,['11'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1850,11001864,1,CDU,1931,Selbständiger Unternehmer,Deutschland,Rode,Helmut,"['10', '12']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1851,11001865,1,SPD,1903,Technischer Kaufmann,Deutschland,Rodiek,Ernst,['3'],['Landesliste'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,11001866,1,CDU,1909,Oberstudiendirektor,Deutschland,Röder,Franz Josef,['2'],['Landesliste'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,11001867,1,FDP,1933,Dipl.-Chemiker,Deutschland,Röhl,Klaus,"['12', '13']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1854,11001868,1,SPD,1928,"Steuerbeamter, Dozent",Deutschland,Röhlig,Siegfried,['7'],['Landesliste'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1855,11001869,1,CSU,1927,Direktor z. Wvw. im Bayerischen Bauernverband,Deutschland,Röhner,Paul,"['5', '6', '7', '8', '9']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1856,11001870,0,CDU,1942,Angestellte,Deutschland,Rönsch,Hannelore,"['10', '11', '12', '13', '14']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1857,11001871,1,SPD,1905,Versicherungsangestellter,Deutschland,Roesch,Carl,['4'],['Direktwahl'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,11001872,0,CDU,1902,Hausfrau,Deutschland,Rösch,Julie,"['1', '2', '3']","['Landesliste', 'Landesliste', 'Landesliste']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,11001873,1,FDP,1945,Dipl.-Betriebswirt,Deutschland,Rösch,Klaus,['9'],['Landesliste'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1860,11001874,1,CDU,1911,"Parlamentarischer Geschäftsführer, Diplomvolkswirt",Deutschland,Rösing,Josef,"['2', '3', '4', '5', '6']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,11001875,1,CDU,1922,Oberstudienrat a. D.,Deutschland,Rösler,Johannes Baptist,['5'],['Landesliste'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,11001876,1,SPD,1925,Journalist,Deutschland,Rohde,Helmut,"['3', '4', '5', '6', '7', '8', '9', '10']","['Landesliste', 'Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1863,11001877,0,CDU,1940,Redakteurin,Deutschland,Roitzsch,Ingrid,"['9', '10', '11', '12']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
1864,11001878,1,CDU,1932,"Jurist, Public Relations- Unternehmungsberater",Deutschland,Rollmann,Dietrich-Wilhelm,"['3', '4', '5', '6', '7']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1865,11001879,1,CDU,1942,Mechaniker,Deutschland,Romer,Franz,"['12', '13', '14', '15', '16']","['Landesliste', 'Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
1866,11001880,1,CDU,1916,Publizist,Deutschland,Rommerskirchen,Josef,"['3', '4', '5', '6', '7']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1867,11001881,1,FDP,1920,Landwirt,Deutschland,Ronneburger,Uwe,"['7', '9', '10', '11']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1868,11001882,1,CSU,1941,"Publizist, Parl. Staatssekretär a. D.",Deutschland,Rose,Klaus,"['8', '9', '10', '11', '12', '13', '14', '15']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1869,11001883,1,SPD,1916,Vorstandsvorsitzender,Deutschland,Rosenthal,Philip,"['6', '7', '8', '9']","['Direktwahl', 'Direktwahl', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1870,11001884,1,CSU,1931,Pfarrer,Deutschland,Roser,Hans,"['6', '7']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1871,11001885,1,GRÜNE,1937,Sozial- und  Wirtschaftswissenschaftler,Deutschland,Roske,Norbert,['11'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1872,11001886,1,SPD,1915,Arbeitsprüfer,Deutschland,Ross,Kurt,"['4', '5', '6']","['Landesliste', 'Landesliste', 'Direktwahl']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,11001887,1,CSU,1944,"Dipl.-Verwaltungswirt, Industriekaufmann",Deutschland,Rossmanith,Kurt J.,"['9', '10', '11', '12', '13', '14', '15', '16']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
1874,11001888,0,CDU,1948,Hausfrau,Deutschland,Rost,Gabriele,['11'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1875,11001889,1,CDU,1937,"Dipl.-Volkswirt, Kaufmann",Deutschland,Roth,Adolf,"['10', '11', '12', '13', '14']","['Direktwahl', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1876,11001890,1,SPD,1901,Journalist,Deutschland,Roth,Ernst,['1'],['Direktwahl'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,11001891,1,SPD,1941,Dipl.-Volkswirt,Deutschland,Roth,Wolfgang,"['8', '9', '10', '11', '12']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1878,11001892,1,CDU,1939,Ingenieur,Deutschland,Rother,Heinz,"['11', '12']","['Volkskammer', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1879,11001893,1,CSU,1954,Dipl.-Ökonom,Deutschland,Ruck,Christian,"['12', '13', '14', '15', '16', '17']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1880,11001894,0,SPD,1906,Fachsekretärin DGB,Deutschland,Rudoll,Margarete,"['2', '3', '4', '5']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,11001895,1,CDU,1906,Apotheker,Deutschland,Rüdel,Hans-Carl,['3'],['Direktwahl'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,11001896,1,FDP,1896,Landwirt,Deutschland,Rüdiger,Karl,['1'],['Direktwahl'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,11001897,1,CDU,1942,"Oberstudienrat a. D., Bundesminister a. D.",Deutschland,Rühe,Volker,"['8', '9', '10', '11', '12', '13', '14', '15']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1884,11001898,1,CDU,1890,"Bezirksleiter, Bürgermeister a. D.",Deutschland,Rümmele,Oskar,"['1', '2']","['Direktwahl', 'Direktwahl']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
