,ID,GESCHLECHT,PARTEI_KURZ,GEBURTSDATUM,BERUF,GEBURTSLAND,NACHNAME,VORNAME,WAHLPERIODEN,MANDATSARTEN,AUSLAND,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19
697,11000704,1,CDU,1914,Angestellter,Deutschland,Götz,Hermann,"['1', '2', '3', '4', '5', '6', '7']","['Landesliste', 'Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
698,11000705,1,CDU,1947,"Dipl.-Verwaltungswirt (FH), Bürgermeister a. D.",Deutschland,Götz,Peter,"['12', '13', '14', '15', '16', '17']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
699,11000706,1,WAV,1917,"Journalist, Redakteur",Deutschland,Goetzendorff,Günter,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,11000707,1,CSU,1955,Rechtsanwalt,Deutschland,Götzer,Wolfgang,"['10', '12', '13', '14', '15', '16', '17']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0
701,11000708,1,CDU,1901,Landwirt und Verwaltungsjurist,Deutschland,Goldhagen,Wilhelm,"['2', '3', '4']","['Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,11000709,1,CDU,1927,Hochschuldozent,Deutschland,Goldhahn,Eberhard,['11'],['Volkskammer'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
703,11000710,1,FDP,1910,Wirtschaftsberater,Deutschland,Golitschek,Hubertus,"['1', '2']","['Landesliste', 'Landesliste']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,11000711,1,CDU,1910,Pfarrer,Deutschland,Gontrum,Wilhelm,"['2', '3', '4']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,11000712,1,CDU,1892,Ministerialrat a. D.,Deutschland,Gossel,Karl,"['3', '4']","['Direktwahl', 'Direktwahl']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,11000713,1,CDU,1909,Schulrat a. D.,Deutschland,Gottesleben,Leo,"['3', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
707,11000714,1,CDU,1942,Dipl.-Chemiker,Deutschland,Gottschall,Stefan,['11'],['Volkskammer'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
708,11000715,0,GRÜNE,1955,ohne Beruf,Deutschland,Gottwald,Gabriele,['10'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
709,11000716,1,FDP,1914,Dipl.-Ingenieur,Deutschland,Graaff,Carlo,"['2', '3', '5', '6', '7']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
710,11000717,1,CDU,1904,Bundesminister a. D.,Deutschland,Gradl,Johann Baptist,"['3', '4', '5', '6', '7', '8']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
711,11000718,1,CSU,1908,Oberstudienrat,Deutschland,Graf,Benno,['2'],['Direktwahl'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,11000719,1,SPD,1941,Polizeihauptkommissar a. D.,Deutschland,Graf,Günter,"['11', '12', '13', '14']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
713,11000720,1,SPD,1892,"Lehrer, Journalist, Ministerialrat a. D.",Deutschland,Graf,Otto,['1'],['Direktwahl'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,11000721,1,CDU,1893,Kaufmann,Deutschland,Grantze,Fritz,['2'],['Landesliste'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,11000722,1,CDU,1937,Regierungsdirektor a. D.,Deutschland,Graß,Karl Martin,['7'],['Landesliste'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
716,11000723,1,CDU,1947,Rechtsanwalt und Notar,Deutschland,Gres,Joachim,"['12', '13']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
717,11000724,1,SPD,1908,Rechtsanwalt und Notar,Deutschland,Greve,Otto Heinrich,"['1', '2', '3']","['Direktwahl', 'Direktwahl', 'Direktwahl']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,11000725,1,CDU,1902,Einzelhandelskaufmann,Deutschland,Griem,Hans,['2'],['Direktwahl'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,11000726,1,FDP,1936,"Rechtsanwalt, Staatsminister a. D.",Deutschland,Gries,Ekkehard,"['11', '12']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
720,11000727,1,CDU,1943,Dipl.-Ökonom,Deutschland,Gries,Gundolf,['11'],['Volkskammer'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
721,11000728,0,CDU,1924,Berufsfürsorgerin,Deutschland,Griesinger,Annemarie,"['4', '5', '6']","['Landesliste', 'Landesliste', 'Direktwahl']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
722,11000729,1,SPD,1938,Geschäftsleiter (beurlaubt),Deutschland,Grimming,Jürgen,['7'],['Landesliste'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
723,11000730,1,SPD,1935,"Buchdrucker, Parl. Staatsekretär a. D.",Deutschland,Grobecker,Claus,"['6', '7', '8', '9', '10']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
724,11000731,0,CDU,1956,Wirtschaftskauffrau,Deutschland,Grochtmann,Elisabeth,['12'],['Direktwahl'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
725,11000732,1,CSU,1941,"Dipl.-Forstwirt, Landrat a. D., Parl. Staatssekretär",Deutschland,Gröbl,Wolfgang,"['11', '12', '13']","['Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
726,11000733,0,CDU,1899,"Lehrerin, Dozentin",Deutschland,Gröwel,Margarete,['1'],['Direktwahl'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,11000734,1,FDP,1933,Stadtdirektor a. D.,Deutschland,Groß,Rötger,['7'],['Landesliste'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
728,11000735,1,SPD,1947,"Dipl.-Psychologe, Parl. Staatssekretär",Deutschland,Großmann,Achim,"['11', '12', '13', '14', '15', '16']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
729,11000736,1,CDU,1957,Politologe,Deutschland,Grotz,Claus-Peter,"['12', '13']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
730,11000737,1,FDP,1925,Unternehmer,Deutschland,Grünbeck,Josef,"['10', '11', '12']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
731,11000738,1,FDP,1929,"Rechtsanwalt, Parl. Staatssekretär a. D.",Deutschland,Grüner,Martin,"['6', '7', '8', '9', '10', '11', '12']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
732,11000739,1,CDU,1933,"Rechtsanwalt, Oberkreisdirektor a. D. u. Parl. Staatss. b. Bundesmin. d. Finanzen",Deutschland,Grünewald,Joachim,"['11', '12']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
733,11000740,0,SPD,1937,Kaufmännische Angestellte,Deutschland,Grützmann,Angela,['7'],['Landesliste'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
734,11000741,1,CDU,1921,Kaufmännischer Angestellter,Deutschland,Gruhl,Herbert,"['6', '7', '8']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
735,11000742,1,FDP,1920,Bergmann,Deutschland,Grundmann,Arthur,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,11000743,1,SPD,1928,Elektroschweißer,Deutschland,Grunenberg,Horst,"['7', '8', '9', '10', '11']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
737,11000744,1,SPD,1904,Redakteur,Niederösterreich,Grunner,Josef,['2'],['Landesliste'],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,11000745,1,SPD,1924,Bundesminister für Verkehr und für das Post- und Fernmeldewesen,Deutschland,Gscheidle,Kurt,"['4', '5', '6', '8']","['Direktwahl', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
739,11000746,1,CDU,1902,Generalbundesanwalt a. D.,Deutschland,Güde,Max,"['4', '5']","['Direktwahl', 'Direktwahl']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,11000747,1,SPD,1895,"Professor, Bibliotheksdirektor",Deutschland,Gülich,Wilhelm,"['1', '2', '3']","['Direktwahl', 'Landesliste', 'Landesliste']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,11000748,1,CDU,1906,"Elektromeister, Präsident der Handwerkskammer Köln",Deutschland,Günther,Bernhard,"['1', '2', '3', '4']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,11000749,1,CDU,1939,"Gewerkschaftssekretär, Parlamentarischer Staatssekretär a. D.",Deutschland,Günther,Horst,"['9', '10', '11', '12', '13', '14']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
743,11000750,1,FDP,1948,"Dipl.-Ingenieur, Parl. Staatssekretär a. D.",Deutschland,Günther,Joachim,"['12', '13', '14', '15', '16', '17']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
744,11000751,1,CSU,1895,Städtischer Bauamtmann,Deutschland,Gumrum,Otto,['2'],['Direktwahl'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,11000752,1,KPD,1888,"Dreher, Parteisekretär",Deutschland,Gundelach,Gustav,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,11000753,1,CSU,1921,Land- und Forstwirt,Deutschland,Guttenberg,Karl Theodor,"['3', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Landesliste']",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
747,11000754,1,FDP,1942,"Dipl.-Lehrer, Dipl.-Chemiker",Deutschland,Guttmacher,Karlheinz,"['12', '13', '14', '15']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
748,11000755,1,SPD,1952,"Mitglied der Volkskammer, Pfarrer",Deutschland,Gutzeit,Martin,['11'],['Volkskammer'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
749,11000756,1,DIE LINKE.,1948,Rechtsanwalt,Deutschland,Gysi,Gregor,"['11', '12', '13', '14', '16', '17', '18', '19']","['Volkskammer', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
750,11000757,1,SPD,1934,Regierungsdirektor a. D.,Deutschland,Haack,Dieter,"['6', '7', '8', '9', '10', '11']","['Direktwahl', 'Direktwahl', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
751,11000758,1,SPD,1940,"Apotheker, Beauftragter d. Bundesregierung f. d. Belange behinderter Menschen",Deutschland,Haack,Karl Hermann,"['11', '12', '13', '14', '15']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
752,11000759,1,SPD,1912,Transportunternehmer,Deutschland,Haage,Hermann,"['3', '4', '5', '6']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
753,11000760,1,SPD,1925,Kaufmännischer Angestellter,Deutschland,Haar,Ernst,"['5', '6', '7', '8', '9', '10', '11']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
754,11000761,0,CSU,1908,Oberstudienrätin,Deutschland,Haas,Centa,['4'],['Landesliste'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,11000762,1,FDP,1906,"Rechtsanwalt, Staatsminister a. D.",Deutschland,Haas,Christian Albrecht,"['5', '6']","['Landesliste', 'Landesliste']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
756,11000763,1,SPD,1924,Verwaltungsangestellter,Deutschland,Haase,Detlef,"['4', '5', '6', '7']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
757,11000764,1,SPD,1933,Rechtsanwalt,Deutschland,Haase,Horst,"['7', '8', '9', '10']","['Direktwahl', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
758,11000765,1,CDU,1923,"Diplom-Volkswirt, Verwaltungsrat a. D.",Deutschland,Haase,Lothar,"['4', '5', '6', '7', '8', '9', '10']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
759,11000766,1,CDU,1905,Rechtsanwalt und Notar,Deutschland,Haasler,Horst,['2'],['Landesliste'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,11000767,1,CSU,1933,Persönlich haftender Gesellschafter,Deutschland,Haberl,Fritz,['8'],['Landesliste'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
761,11000768,1,SPD,1955,Dipl.-Sozialarbeiter,Deutschland,Habermann,Michael,['12'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
762,11000769,1,FDP,1944,Lehrer,Deutschland,Hackel,Heinz Dieter,['12'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
763,11000770,1,CDU,1942,Geschäftsführer,Deutschland,Hackel,Wolfgang,"['9', '10']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
764,11000771,1,SPD,1949,"Dipl.-Jurist, (Wirtschaftsrecht)",Deutschland,Hacker,Hans-Joachim,"['15', '16', '17', '11', '12', '13', '14']","['Direktwahl', 'Direktwahl', 'Landesliste', 'Volkskammer', 'Landesliste', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
765,11000772,1,CDU,1901,Oberlandwirtschaftsrat,Deutschland,Hackethal,Karl,['3'],['Direktwahl'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,11000773,0,CDU,1937,Redakteurin,Deutschland,Häckel,Ingeborg,['7'],['Landesliste'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
767,11000774,1,CDU,1932,"Rechtsanwalt, Parl. Staatssekretär a. D.",Deutschland,Häfele,Hansjörg,"['5', '6', '7', '8', '9', '10', '11']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
768,11000775,1,BÜNDNIS 90/DIE GRÜNEN,1956,Waldorflehrer,Deutschland,Häfner,Gerald,"['11', '13', '14']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
769,11000776,1,SPD,1928,"Geschäftsführer, Parl. Staatssekretär a. D.",Deutschland,Haehser,Karl,"['5', '6', '7', '8', '9', '10']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
770,11000777,0,SPD,1940,Studiendirektorin a. D.,Deutschland,Hämmerle,Gerlinde,"['11', '12']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
771,11000778,1,SPD,1937,Dozent für Chemie,Deutschland,Haenschke,Frank,['7'],['Landesliste'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
772,11000779,1,CDU,1924,Sozialsekretär,Deutschland,Härzschel,Kurt,"['4', '5', '6', '7']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
773,11000780,1,SPD,1948,Statistiker,Deutschland,Häuser,Gerd Jürgen,['11'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
774,11000781,1,CDU,1909,Schriftsetzer,Deutschland,Häussler,Erwin,"['2', '3', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
775,11000782,0,CDU,1911,Siedlerfrau und Masseurin,Deutschland,Hagen,Marlis,['4'],['Landesliste'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,11000783,1,FDP,1893,Kaufmann,Deutschland,Hagge,Johannes,['1'],['Direktwahl'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,11000784,1,CDU,1901,Kaufmann,Deutschland,Hahn,Karl,"['2', '3', '4', '5']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,11000785,1,CDU,1909,Universitätsprofessor,Estland,Hahn,Wilhelm,['4'],['Landesliste'],1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,11000786,1,CDU,1892,"Landwirt, Arzt",Deutschland,Hahne,Dietrich,['3'],['Landesliste'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,11000787,1,SPD,1914,Hauptschuldirektor,Deutschland,Halfmeier,Friedhelm,"['6', '7']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
781,11000788,1,CDU,1901,Professor,Deutschland,Hallstein,Walter,['6'],['Direktwahl'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
782,11000789,1,SPD,1899,Geschäftsführer,Deutschland,Hamacher,Heinrich,"['3', '4', '5']","['Landesliste', 'Landesliste', 'Direktwahl']",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,11000790,1,DZP,1883,Oberstudiendirektor,Deutschland,Hamacher,Wilhelm,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,11000792,1,FDP,1921,Rechtsanwalt,Deutschland,Hamm,Ludwig,"['4', '5']","['Landesliste', 'Landesliste']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,11000793,0,FDP,1921,Staatsministerin a. D.,Deutschland,Hamm-Brücher,Hildegard,"['8', '9', '10', '11']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
786,11000794,1,CDU,1927,Oberstudienrat a. D.,Deutschland,Hammans,Hugo,"['5', '6', '7', '8']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
787,11000795,1,FDP,1897,Arzt,Deutschland,Hammer,Richard,"['1', '2']","['Direktwahl', 'Landesliste']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,11000796,1,FDP,1911,Beigeordneter Stadtrat,Deutschland,Hammersen,Walter,['4'],['Landesliste'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,11000797,1,CDU,1938,Landwirt,Deutschland,Hammerstein,Carl-Detlev,"['10', '12', '13', '14']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
790,11000798,1,SPD,1942,Dipl.-Ingenieurökonom,Deutschland,Hampel,Manfred,"['12', '13', '14']","['Landesliste', 'Landesliste', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
791,11000799,1,CSU,1939,"Redakteur, Verleger",Deutschland,Handlos,Franz,"['7', '8', '9', '10']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
792,11000800,1,CDU,1948,Rechtsanwalt,Deutschland,Handschack,Lothar,['12'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
793,11000801,1,CDU,1887,"Richter, Rechtsanwalt",Deutschland,Handschumacher,Johannes,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,11000802,0,SPD,1947,"Buchhändlerin, Pfarrerin, Parl. Staatssekretärin a. D.",Deutschland,Hanewinckel,Christel,"['12', '13', '14', '15', '16']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
795,11000803,1,CSU,1895,Land- und Forstwirt,Deutschland,Haniel-Niethammer,Fritz,"['3', '4']","['Landesliste', 'Landesliste']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,11000804,1,FDP,1942,Oberstudienrat a. D.,Deutschland,Hansen,Dirk,['12'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
797,11000805,1,SPD,1927,Studiendirektor a. D.,Deutschland,Hansen,Karl-Heinz,"['6', '7', '8', '9']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
798,11000806,1,SPD,1938,Feuerwehrbeamter a. D.,Deutschland,Hansen,Uwe,['10'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
799,11000807,1,SPD,1905,Landesbezirksvorsitzender des DGB,Deutschland,Hansen,Werner,['2'],['Landesliste'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,11000808,1,SPD,1908,Angestellter,Deutschland,Hansing,Hermann,"['2', '3', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
801,11000809,1,CDU,1925,Angestellter,Deutschland,Hanz,August,"['5', '6', '8', '9', '10']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
802,11000810,1,SPD,1894,"Landwirt, Verwaltungsangestellter",Deutschland,Happe,Heinrich,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,11000811,1,KPD,1900,Metallarbeiter,Deutschland,Harig,Paul,['1'],['Landesliste'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,11000812,1,SPD,1897,"Rechtsanwalt, Staatssekretär a. D.",Deutschland,Harm,Walter,"['3', '4']","['Landesliste', 'Landesliste']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,11000813,1,CDU,1899,"Maurer, Bergmann",Deutschland,Harnischfeger,Johann,"['2', '3', '4']","['Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,11000814,1,CDU,1929,Oberkreisdirektor a. D.,Deutschland,Harries,Klaus,"['11', '12']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
807,11000815,0,SPD,1928,Gymnasiallehrerin,Deutschland,Hartenstein,Liesel,"['8', '9', '10', '11', '12', '13']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
808,11000816,1,CSU,1935,"Rechtsanwalt, Landrat a. D.",Deutschland,Hartmann,Klaus,"['8', '9', '10']","['Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
809,11000817,1,CDU,1929,Verlagskaufmann,Deutschland,Hartnack,Heinz,['6'],['Landesliste'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
