WP-JAHRE,NUMIND,ID,ANFANG,VORNAME,NACHNAME,ALTER,GESCHLECHT,PARTEI_KURZ,BERUF,AUSLAND,MANDATSART,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19
1987–1990;11,5701,11000771,1987,Hans-Joachim,Hacker,38,1,SPD,"Dipl.-Jurist, (Wirtschaftsrecht)",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
1987–1990;11,5702,11000774,1987,Hansjörg,Häfele,55,1,Union,"Rechtsanwalt, Parl. Staatssekretär a. D.",0,1.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5703,11000775,1987,Gerald,Häfner,31,1,Bündnis 90/Die Grünen,Waldorflehrer,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1987–1990;11,5704,11000777,1987,Gerlinde,Hämmerle,47,0,SPD,Studiendirektorin a. D.,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1987–1990;11,5705,11000780,1987,Gerd Jürgen,Häuser,39,1,SPD,Statistiker,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5706,11000793,1987,Hildegard,Hamm-Brücher,66,0,FDP,Staatsministerin a. D.,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5707,11000814,1987,Klaus,Harries,58,1,Union,Oberkreisdirektor a. D.,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1987–1990;11,5708,11000815,1987,Liesel,Hartenstein,59,0,SPD,Gymnasiallehrerin,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5709,11000818,1987,Gottfried,Haschke,52,1,Union,"Landwirtschaftsmeister, Parl. Staatssekretär a. D.",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1987–1990;11,5710,11000819,1987,Jürgen,Haschke,45,1,Union,"Mitglied der Volkskammer, Diplomfachlehrer",0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5711,11000820,1987,Udo,Haschke,43,1,Union,Lehrer,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1987–1990;11,5712,11000822,1987,Klaus,Hasenfratz,41,1,SPD,Dreher,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1987–1990;11,5713,11000825,1987,Gerda,Hasselfeldt,37,0,Union,"Vizepräsidentin DBT a. D., Dipl.-Volkswirtin, Bundesministerin a. D.",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
1987–1990;11,5714,11000826,1987,Ingomar,Hauchler,49,1,SPD,Professor,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5715,11000828,1987,Volker,Hauff,47,1,SPD,Dipl.-Volkswirt,0,0.0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5716,11000830,1987,Rainer,Haungs,45,1,Union,"Unternehmer, Diplomvolkswirt",0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5717,11000833,1987,Hansheinz,Hauser,65,1,Union,Bäcker- u. Konditormeister,0,1.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5718,11000835,1987,Otto,Hauser,35,1,Union,Politischer Redakteur,0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5719,11000836,1987,Helmut,Haussmann,44,1,FDP,"Dipl.-Kaufmann, Bundesminister a. D.",0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1987–1990;11,5720,11000840,1987,Klaus-Jürgen,Hedrich,46,1,Union,"Studienrat a. D., Parl. Staatssekretär a. D.",0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1987–1990;11,5721,11000841,1987,Constantin,Heereman von Zuydtwyck,56,1,Union,Land- u. Forstwirt,0,1.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5722,11000845,1987,Gerhard,Heimann,53,1,SPD,"Jurist, Professor",0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5723,11000851,1987,Ulrich,Heinrich,48,1,FDP,Landwirtschaftsmeister,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
1987–1990;11,5724,11000854,1987,Dieter,Heistermann,51,1,SPD,Angestellter,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5725,11000861,1987,Renate,Hellwig,47,0,Union,Staatssekretärin a. D.,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5726,11000862,1987,Herbert,Helmrich,53,1,Union,Rechtsanwalt und Notar,0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5727,11000864,1987,Frank,Heltzig,48,1,SPD,"Mitglied der Volkskammer, Physiker",0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5728,11000871,1987,Ottfried,Hennig,50,1,Union,Jurist,0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5729,11000872,1987,Karitas Dagmar,Hensel,41,0,Bündnis 90/Die Grünen,Lehrerin,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5730,11000876,1987,Ralph,Herberholz,49,1,SPD,Stidiendirektor a. D.,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5731,11000880,1987,Adolf,Herkenrath,59,1,Union,"Dipl.-Landwirt, Geschäftsführer",0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5732,11000891,1987,Uwe-Jens,Heuer,60,1,Die Linke,Rechtswissenschaftler,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1987–1990;11,5733,11000897,1987,Günther,Heyenn,51,1,SPD,Amtsrat a. D.,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5734,11000901,1987,Reinhold,Hiller,38,1,SPD,Dipl.-Handelslehrer,0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1987–1990;11,5735,11000902,1987,Imma,Hillerich,33,0,Bündnis 90/Die Grünen,Lehrerin,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5736,11000904,1987,Stephan,Hilsberg,31,1,SPD,"Informatiker, Parl. Staatssekretär a. D.",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
1987–1990;11,5737,11000905,1987,Wolfgang,Hinrichs,65,1,Union,Selbständiger Einzelhandelskaufmann,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5738,11000906,1987,Ernst,Hinsken,44,1,Union,"Bäckermeister und Konditor, Parl. Staatssekretär a. D.",0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
1987–1990;11,5739,11000908,1987,Burkhard,Hirsch,57,1,FDP,"Vizepräsident DBT a. D., Rechtsanwalt",0,0.0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5740,11000910,1987,Walter,Hitschler,45,1,FDP,Studiendirektor a. D.,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1987–1990;11,5741,11000916,1987,Peter Wilhelm,Höffkes,60,1,Union,Rechtsanwalt,0,1.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5742,11000925,1987,Bertram,Hönicke,45,1,Union,Mitglied der Volkskammer,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5743,11000926,1987,Stefan,Höpfinger,62,1,Union,"Diözesesansekretär, Parlamentarischer Staatssekretär a. D.",0,1.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5744,11000932,1987,Joachim,Hörster,42,1,Union,Rechtsanwalt,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
1987–1990;11,5745,11000934,1987,Paul,Hoffacker,57,1,Union,Rechtsanwalt,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5746,11000938,1987,Ingeborg,Hoffmann,64,0,Union,Hoteliere,1,1.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5747,11000948,1987,Uwe,Holtz,43,1,SPD,"Professor, Historiker, Romanistik",0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5748,11000949,1987,Joachim,Holz,43,1,Union,Dipl.-Agraringenieur,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5749,11000955,1987,Hans-Günter,Hoppe,65,1,FDP,"Senator a. D., Jurist",0,0.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5750,11000958,1987,Erwin,Horn,58,1,SPD,Oberstudiendirektor a. D.,0,1.0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5751,11000960,1987,Karl-Heinz,Hornhues,48,1,Union,Dipl.-Volkswirt,0,1.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
1987–1990;11,5752,11000961,1987,Siegfried,Hornung,49,1,Union,Landwirtschaftsmeister,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1987–1990;11,5753,11000964,1987,Willi,Hoss,58,1,Bündnis 90/Die Grünen,Hochdruckschweißer,1,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5754,11000967,1987,Werner,Hoyer,36,1,FDP,Staatsminister,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
1987–1990;11,5755,11000976,1987,Agnes,Hürland,61,0,Union,"Rehabilitationsberaterin, Parl. Staats.b. Bundesmin. d. Verteidigung",0,0.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5756,11000977,1987,Heinz Günther,Hüsch,58,1,Union,Rechtsanwalt,0,1.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5757,11000978,1987,Uwe,Hüser,29,1,Bündnis 90/Die Grünen,Student,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5758,11000981,1987,Gunter,Huonker,50,1,SPD,"Rechtsanwalt, Staatsminister a. D.",0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5759,11000987,1987,Hans,Huyn,57,1,Union,Regierungsdirektor a. D.,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5760,11000989,1987,Lothar,Ibrügger,43,1,SPD,"Dipl.-Ingenieur (TU), Stadt- und Regionalplaner, Parl Staatssekretär a. D.",0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
1987–1990;11,5761,11000996,1987,Ulrich,Irmer,48,1,FDP,Rechtsanwalt,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1987–1990;11,5762,11001002,1987,Claus,Jäger,56,1,Union,Steuerjurist,0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5763,11001008,1987,Susanne,Jaffke,38,0,Union,"Tierarzt,  Veterinärmediziner",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
1987–1990;11,5764,11001011,1987,Friedrich-Adolf,Jahn,52,1,Union,"Rechtsanwalt, Kreisdirektor a. D. Parl. Staatsekretär a. D.",0,1.0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5765,11001012,1987,Gerhard,Jahn,60,1,SPD,"Rechtsanwalt und Notar, Bundesminister a. D.",0,0.0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5766,11001018,1987,Günther,Jansen,51,1,SPD,Bürgermeister a. D.,0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5767,11001022,1987,Horst,Jaunich,57,1,SPD,Gewerkschaftssekretär,0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5768,11001025,1987,Philipp,Jenninger,55,1,Union,Präsident DBT a. D.,0,1.0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5769,11001026,1987,Uwe,Jens,52,1,SPD,"Dipl.-Volkswirt, Großhandelskaufmann",0,1.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
1987–1990;11,5770,11001029,1987,Dionys,Jobst,60,1,Union,"Rechtsanwalt, Bundesbahndirektor a. D.",0,1.0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5771,11001033,1987,Rainer,Jork,47,1,Union,"Dipl.-Ingenieur, Feinmechaniker",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1987–1990;11,5772,11001039,1987,Michael,Jung,36,1,Union,Rechtsanwalt,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1987–1990;11,5773,11001040,1987,Volker,Jung,45,1,SPD,Beigeordneter,0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1987–1990;11,5774,11001041,1987,Wilhelm,Jung,59,1,Union,Bäckermeister,0,1.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5775,11001047,1987,Horst,Jungmann,47,1,SPD,Beamter a. D.,0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5776,11001055,1987,Bartholomäus,Kalb,38,1,Union,"Industriekaufmann, Landwirt",0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
1987–1990;11,5777,11001059,1987,Joachim,Kalisch,58,1,Union,"Großhandelskaufmann, Bezirksstadtrat a. D.",0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5778,11001060,1987,Manfred,Kalz,50,1,SPD,"Facharzt für Kinderheilkunde, Chefarzt der Kinderklinik",0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5779,11001061,1987,Karl-August,Kamilli,42,1,SPD,"Mitglied der Volkskammer, Diplomgeophysiker",0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5780,11001064,1987,Dietmar,Kansy,49,1,Union,Bauingenieur,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
1987–1990;11,5781,11001065,1987,Franz-Hermann,Kappes,49,1,Union,Höherer Dienst Bund/Land (Ministerialrat); Landrat; Rechtsanwalt,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1987–1990;11,5782,11001068,1987,Irmgard,Karwatzki,47,0,Union,"Sozialarbeiterin (grad), Parl. Staatssekretärin a. D.",0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1987–1990;11,5783,11001069,1987,Susanne,Kastner,41,0,SPD,"Vizepräsidentin DBT a. D., Religionspädagogin",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
1987–1990;11,5784,11001070,1987,Ernst,Kastning,49,1,SPD,Diplom-Politologe,0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5785,11001075,1987,Sylvia-Yvonne,Kaufmann,32,0,Die Linke,"Wissenschaftliche Mitarbeiterin, Diplomjapanologin",0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5786,11001077,1987,Dietmar,Keller,45,1,Die Linke,Lehrer,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1987–1990;11,5787,11001079,1987,Peter,Keller,50,1,Union,Dipl.-Ingenieur (FH),0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5788,11001081,1987,Petra Karin,Kelly,40,0,Bündnis 90/Die Grünen,"Politologin, EG-Verwaltungsrätin",0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5789,11001088,1987,Norbert,Kertscher,33,1,Die Linke,"Mitglied der Volkskammer, Dipl.-Gesellschaftswissenschaftler",0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5790,11001091,1987,Ignaz,Kiechle,57,1,Union,"Landwirt, Bundesminister a. D.",0,1.0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5791,11001092,1987,Günter,Kiehm,56,1,SPD,Verbandsdirektor a. D.,0,1.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5792,11001102,1987,Klaus,Kirschner,46,1,SPD,"Werkzeugmacher, Mechanikermeister",0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1987–1990;11,5793,11001104,1987,Karl,Kisslinger,61,1,SPD,Realschuldirektor a. D.,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5794,11001106,1987,Peter,Kittelmann,51,1,Union,Rechtsanwalt,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5795,11001110,1987,Jürgen,Kleditzsch,43,1,Union,"Minister für Gesundheitswesen der ehem. DDR, Facharzt",0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5796,11001114,1987,Hans,Klein,56,1,Union,"Vizepräsident DBT a. D., Journalist, Bundesminister a. D.",0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5797,11001116,1987,Heinrich,Klein,55,1,SPD,Landrat a. D.,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5798,11001119,1987,Thomas,Klein,39,1,Die Linke,"Mitglied der Volkskammer, Mathematiker",0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5799,11001121,1987,Detlef,Kleinert,55,1,FDP,Rechtsanwalt und Notar,0,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5800,11001122,1987,Hubert,Kleinert,33,1,Bündnis 90/Die Grünen,ohne Angaben,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5801,11001124,1987,Karl-Heinz,Klejdzinski,53,1,SPD,Unternehmensberater,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5802,11001128,1987,Gerry,Kley,27,1,FDP,"Mitglied der Volkskammer, Diplombiologe",0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5803,11001134,1987,Ulrich,Klinkert,32,1,Union,Dipl.-Ingenieur,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1987–1990;11,5804,11001136,1987,Hans-Ulrich,Klose,50,1,SPD,"Vizepräsident DBT a. D., Jurist",0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
1987–1990;11,5805,11001138,1987,Wilhelm,Knabe,64,1,Bündnis 90/Die Grünen,Dipl.-Forstwirt,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5806,11001146,1987,Dieter-Lebrecht,Koch,34,1,Union,"Architekt, Assistent an der Hochschule f. Architektur u. Bauwesen",0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5807,11001151,1987,Hans-Ulrich,Köhler,43,1,Union,Maschinenbaumeister,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1987–1990;11,5808,11001154,1987,Volkmar,Köhler,57,1,Union,"Angestellter, Parl. Staatsekretär a. D.",0,1.0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5809,11001165,1987,Helmut,Kohl,57,1,Union,Bundeskanzler a. D.,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1987–1990;11,5810,11001168,1987,Roland,Kohn,37,1,FDP,Publizist,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5811,11001170,1987,Elmar,Kolb,51,1,Union,"Industriekaufmann, Maschinenbauingenieur",0,1.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5812,11001175,1987,Walter,Kolbow,43,1,SPD,"Verwaltungsjurist, Parl. Staatssekretär a. D.",1,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
1987–1990;11,5813,11001176,1987,Rolf,Koltzsch,59,1,SPD,Versicherungskaufmann,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1987–1990;11,5814,11001185,1987,Hans,Koschnick,58,1,SPD,Bürgermeister a. D.,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1987–1990;11,5815,11001187,1987,Manfred,Koslowski,45,1,Union,Dipl.-Ingenieur,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1987–1990;11,5816,11001188,1987,Thomas,Kossendey,39,1,Union,"Jurist, RegDir. a. D. Parl. Staatssekretär",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
1987–1990;11,5817,11001190,1987,Almut,Kottwitz,35,0,Bündnis 90/Die Grünen,Dipl.-Agraringenieurin,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5818,11001202,1987,Rudolf,Kraus,46,1,Union,"Baukaufmann, Parl. Staatssekretär a. D.",0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1987–1990;11,5819,11001203,1987,Günther,Krause,34,1,Union,"Professor, Dipl.-Bauingenieur, Bundesminister a. D",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1987–1990;11,5820,11001206,1987,Wolfgang,Krause,51,1,Union,Dipl.-Ingenieur,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1987–1990;11,5821,11001207,1987,Constanze,Krehl,31,0,SPD,"Dipl.-Ingenieurin für Informationsverarbeitung, Problemanalytikerin",0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5822,11001209,1987,Reinhold,Kreile,58,1,Union,"Professor, Rechtsanwalt und Fachanwalt für Steuerrecht",0,0.0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5823,11001211,1987,Volkmar,Kretkowski,49,1,SPD,Realschuldirektor a. D.,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5824,11001213,1987,Matthias,Kreuzeder,38,1,Bündnis 90/Die Grünen,Bauer,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5825,11001214,1987,Franz Heinrich,Krey,57,1,Union,Journalist,0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5826,11001218,1987,Verena,Krieger,26,0,Bündnis 90/Die Grünen,Studentin,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5827,11001223,1987,Hermann,Kroll-Schlüter,48,1,Union,Landwirt,0,1.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5828,11001227,1987,Friedrich,Kronenberg,54,1,Union,"Dipl.-Volkswirt, Generalsekretär",0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5829,11001230,1987,Paul,Krüger,37,1,Union,Dipl.-Ingenieur,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1987–1990;11,5830,11001238,1987,Klaus,Kübler,51,1,SPD,Vizepräsident des Bundesgesundheitsamtes a. D.,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5831,11001240,1987,Klaus-Dieter,Kühbacher,44,1,SPD,Stadtamtmann a. D.,1,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5832,11001248,1987,Hinrich,Kuessner,44,1,SPD,Theologe,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1987–1990;11,5833,11001250,1987,Ursula,Kugler,48,0,SPD,Sonderschullehrerin a. D.,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987–1990;11,5834,11001252,1987,Eckart,Kuhlwein,49,1,SPD,"Journalist, Diplom-Volkswirt",0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5835,11001258,1987,Max,Kunz,58,1,Union,"Honorarprofessor, Landwirtschaftsdirektor a. D.",0,1.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1987–1990;11,5836,11001266,1987,Karl-Hans,Laermann,58,1,FDP,Bauingenieur,0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5837,11001271,1987,Uwe,Lambinus,46,1,SPD,"Bürgermeister a. D., Amtsrat im Notardienst a. D.",0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1987–1990;11,5838,11001272,1987,Otto,Lambsdorff,61,1,FDP,Rechtsanwalt,0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1987–1990;11,5839,11001273,1987,Karl,Lamers,52,1,Union,Angestellter,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
