WP-JAHRE,NUMIND,ID,ANFANG,VORNAME,NACHNAME,ALTER,GESCHLECHT,PARTEI_KURZ,BERUF,AUSLAND,MANDATSART,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19
1965–1969;05,2565,11001769,1965,Alois,Rainer,44,1,Union,"Metzger, Gast- und Landwirt",0,1.0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2566,11001771,1965,Egon Wilhelm Theodor,Ramms,56,1,FDP,Schifffahrtskaufmann,0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2567,11001777,1965,Will,Rasner,45,1,Union,Redakteur,0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2568,11001780,1965,Friedrich,Rau,49,1,SPD,Senatsdirektor a. D.,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2569,11001785,1965,Karl,Ravens,38,1,SPD,"Lehrlingsausbilder, Bundesminister a. D.",0,0.0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2570,11001786,1965,Wilhelm,Rawe,36,1,Union,"Rechtsanwalt und Notar, Parl. Staatsekretär a. D.",0,1.0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1965–1969;05,2571,11001794,1965,Karl,Regling,58,1,SPD,Tischlermeister,0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2572,11001798,1965,Reinhold,Rehs,64,1,SPD,Rechtsanwalt,0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2573,11001801,1965,Martin,Reichmann,58,1,FDP,Landwirt,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2574,11001810,1965,Carl,Reinhard,56,1,Union,Landwirt,0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2575,11001812,1965,Hermann Alexander,Reinholz,41,1,Union,Landrat,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2576,11001813,1965,Gerhard,Reischl,47,1,SPD,"Oberlandesgerichtsrat, Parl. Staatss. beim Bundesmin. für Finanzen",0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2577,11001817,1965,Wilhelm,Reitz,61,1,SPD,Kartonagenmeister,0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2578,11001821,1965,Annemarie,Renger,46,0,SPD,"Präsidentin DBT a. D., Vizepräsidentin DBT a. D.",0,0.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1965–1969;05,2579,11001831,1965,Hans,Richarts,55,1,Union,Oberlandwirtschaftsrat a. D.,0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2580,11001834,1965,Klaus,Richter,42,1,SPD,Realschullehrer,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2581,11001839,1965,Clemens,Riedel,51,1,Union,Bäckermeister,0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2582,11001845,1965,Karl,Riegel,50,1,SPD,Angestellter,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2583,11001852,1965,Fritz,Rinderspacher,56,1,SPD,Oberstudienrat i. R.,0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2584,11001855,1965,Günter,Rinsche,35,1,Union,Dipl.-Volkswirt,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2585,11001858,1965,Gerd,Ritgen,55,1,Union,Dipl.-Landwirt,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2586,11001859,1965,Burkhard,Ritz,34,1,Union,"Dipl.-Landwirt, Landvolkshochschuldozent",0,1.0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2587,11001862,1965,Edelhard,Rock,57,1,Union,Speditionskauffrau,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2588,11001869,1965,Paul,Röhner,38,1,Union,Direktor z. Wvw. im Bayerischen Bauernverband,0,1.0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2589,11001874,1965,Josef,Rösing,54,1,Union,"Parlamentarischer Geschäftsführer, Diplomvolkswirt",0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2590,11001875,1965,Johannes Baptist,Rösler,43,1,Union,Oberstudienrat a. D.,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2591,11001876,1965,Helmut,Rohde,40,1,SPD,Journalist,0,1.0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1965–1969;05,2592,11001878,1965,Dietrich-Wilhelm,Rollmann,33,1,Union,"Jurist, Public Relations- Unternehmungsberater",0,0.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2593,11001880,1965,Josef,Rommerskirchen,49,1,Union,Publizist,0,1.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2594,11001886,1965,Kurt,Ross,50,1,SPD,Arbeitsprüfer,0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2595,11001894,1965,Margarete,Rudoll,59,0,SPD,Fachsekretärin DGB,0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2596,11001901,1965,Thomas,Ruf,54,1,Union,Dipl.-Volkswirt,0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2597,11001907,1965,Hermann Josef,Russe,43,1,Union,Dipl.-Volkswirt,0,0.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2598,11001909,1965,Wolfgang,Rutschke,46,1,FDP,Verwaltungsjurist,0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2599,11001910,1965,Hermann,Saam,55,1,FDP,Bürgermeister,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2600,11001914,1965,Fritz,Sänger,64,1,SPD,Journalist,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2601,11001919,1965,Heinrich,Sander,55,1,FDP,Landwirt,0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2602,11001927,1965,Karl-Heinz,Saxowski,47,1,SPD,Stadtinspektor a. D.,0,0.0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2603,11001928,1965,Botho,Sayn-Wittgenstein-Hohenstein,38,1,Union,"Forstwirt, Arzt",0,1.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2604,11001930,1965,Friedrich,Schäfer,50,1,SPD,"Professor, Staatssekretär a. D.",0,0.0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2605,11001941,1965,Marta,Schanzenbach,58,0,SPD,Fürsorgerin,0,0.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2606,11001949,1965,Walter,Scheel,46,1,FDP,"Bundesminister a. D., Vizepräsident DBT a. D.",0,0.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2607,11001954,1965,Ernst,Schellenberg,58,1,SPD,"Professor, Hauptgeschäftsführer a. D.",0,0.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2608,11001968,1965,Karl,Schiller,54,1,SPD,"Professor, Senator, Bundesminister",0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2609,11001971,1965,Hildegard,Schimschok,52,0,SPD,Hausfrau,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2610,11001975,1965,Manfred,Schlager,36,1,Union,Oberregierungsrat,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2611,11001978,1965,Albrecht,Schlee,55,1,Union,Landesgerichtsdirektor a. D.,0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2612,11001989,1965,Helmut,Schlüter,40,1,SPD,Maschinenbaumeister,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2613,11001993,1965,Carlo,Schmid,69,1,SPD,"Vizepräsident DBT a. D., em. o. Universitätsprofessor",1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2614,11001994,1965,Klaus,Schmid-Burgk,52,1,Union,Syndikus,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2615,11001997,1965,Peter M.,Schmidhuber,34,1,Union,Rechtsanwalt,0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2616,11002006,1965,Hansheinrich,Schmidt,43,1,FDP,Oberlehrer,0,0.0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2617,11002007,1965,Helmut,Schmidt,47,1,SPD,"Diplom-Volkswirt, Bundeskanzler a. D.",0,0.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1965–1969;05,2618,11002008,1965,Hermann,Schmidt,48,1,SPD,Prokurist,0,0.0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2619,11002009,1965,Horst,Schmidt,40,1,SPD,"Arzt, Medizinalrat",0,1.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2620,11002014,1965,R. Martin,Schmidt,51,1,SPD,Dipl.-Landwirt,0,1.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1965–1969;05,2621,11002015,1965,Otto,Schmidt,63,1,Union,Rechtsanwalt,0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2622,11002020,1965,Walter,Schmidt,58,1,SPD,Betriebsingenieur,0,1.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2623,11002030,1965,Josef,Schmitt,44,1,Union,Kaufmann,0,1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2624,11002033,1965,Hermann,Schmitt,42,1,SPD,"Verleger, Vizepräsident DBT a. D.",0,1.0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2625,11002040,1965,Kurt,Schmücker,46,1,Union,Druckereibesitzer,0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2626,11002052,1965,Kurt,Schober,48,1,Union,Verleger,1,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2627,11002061,1965,Erwin,Schoettle,66,1,SPD,"Zeitungsverleger, Vizepräsident DBT a. D.",0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2628,11002064,1965,Friedrich,Schonhofen,44,1,SPD,Geschäftsführer,0,1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2629,11002074,1965,Christa,Schroeder,52,0,Union,Angestellte,0,0.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2630,11002077,1965,Gerhard,Schröder,55,1,Union,Rechtsanwalt,0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2631,11002079,1965,Heinrich,Schröder,56,1,Union,Landwirt,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2632,11002097,1965,Georg,Schulhoff,67,1,Union,Dipl.-Ingenieur,1,1.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2633,11002101,1965,Manfred,Schulte,35,1,SPD,Amtsoberrechtsrat a. D.,0,1.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1965–1969;05,2634,11002103,1965,Fritz-Rudolf,Schultz,48,1,FDP,"Landwirt, Winzer",0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2635,11002107,1965,Klaus-Peter,Schulz,50,1,SPD,"Schriftsteller, Arzt",0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2636,11002112,1965,Max,Schulze-Vorberg,46,1,Union,Journalist,0,1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2637,11002119,1965,Wolfgang,Schwabe,55,1,SPD,Regierungsdirektor a. D.,0,0.0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2638,11002129,1965,Elisabeth,Schwarzhaupt,64,0,Union,"Bundesminister für Gesundheitswesen, Oberkirchenrätin i. R.",0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2639,11002136,1965,Hermann,Schwörer,43,1,Union,Wirtschaftsjurist,0,1.0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1965–1969;05,2640,11002137,1965,Hans-Christoph,Seebohm,62,1,Union,"Bergassessor a. D., Bundesminister für Verkehr",0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2641,11002148,1965,Philipp,Seibert,50,1,SPD,Vorsitzender der Gewerkschaft der Eisenbahner Deutschlands,0,0.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2642,11002150,1965,Max,Seidel,59,1,SPD,Angestellter,0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2643,11002154,1965,Hans Stefan,Seifriz,38,1,SPD,Geschäftsführer,0,1.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2644,11002157,1965,Max,Seither,51,1,SPD,Landwirt,0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2645,11002163,1965,Elfriede,Seppi,55,0,SPD,Hausfrau,0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2646,11002164,1965,Günther,Serres,55,1,Union,Syndikus,0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2647,11002165,1965,Walter,Seuffert,58,1,SPD,Rechtsanwalt,1,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2648,11002166,1965,Franz,Seume,62,1,Andere,Dipl.-Volkswirt,0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2649,11002171,1965,Hellmut,Sieglerschmidt,48,1,SPD,Senatsrat a. D.,0,0.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2650,11002174,1965,J. Hermann,Siemer,63,1,Union,"Kaufmann, Landwirt",0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2651,11002182,1965,Edmund,Sinn,63,1,Union,Einzelhandelskaufmann,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2652,11002198,1965,Josef,Spies,59,1,Union,Verwaltungsangestellter,0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2653,11002201,1965,Hermann,Spillecke,41,1,SPD,Rektor a. D.,0,1.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2654,11002202,1965,Kurt,Spitzmüller,44,1,FDP,Hotelkaufmann,0,0.0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2655,11002207,1965,Gerd,Springorum,54,1,Union,Bergwerksdirektor,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2656,11002214,1965,Hermann,Stahlberg,45,1,Union,Leitender Angestellter,0,0.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2657,11002215,1965,Wolfgang,Stammberger,45,1,SPD,Rechtsanwalt,0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2658,11002216,1965,Hans-Werner,Staratzke,53,1,FDP,Hauptgeschäftsführer,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2659,11002217,1965,Anton,Stark,36,1,Union,Rechtsanwalt,0,1.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1965–1969;05,2660,11002218,1965,Heinz,Starke,54,1,Union,Bundesminister a. D.,0,0.0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2661,11002225,1965,Josef,Stecker,49,1,Union,Rechtsanwalt,0,1.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2662,11002230,1965,Franz,Stein,65,1,SPD,Oberbürgermeister a. D.,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2663,11002231,1965,Gustav,Stein,62,1,Union,"Professor, Rechtsanwalt",0,1.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2664,11002240,1965,Fritz,Steinhoff,68,1,SPD,Ministerpräsident a. D.,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2665,11002242,1965,Willy,Steinmetz,65,1,Union,"Dipl.-Ingenieur, Fabrikdirektor",0,1.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2666,11002244,1965,Heinrich,Stephan,67,1,SPD,Rentner,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2667,11002251,1965,Georg,Stiller,58,1,Union,Bäckermeister,0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2668,11002252,1965,Josef,Stingl,46,1,Union,Angestellter,0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2669,11002259,1965,Gerhard,Stoltenberg,37,1,Union,Dozent,0,1.0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1965–1969;05,2670,11002260,1965,Maria,Stommel,51,0,Union,Hausfrau,0,0.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2671,11002262,1965,Heinrich,Stooss,69,1,Union,"Bauer, Minister a. D.",0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2672,11002265,1965,Friedrich-Karl,Storm,52,1,Union,Landwirt,0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2673,11002270,1965,Franz Josef,Strauß,50,1,Union,Ministerpräsident des Freistaates Bayern,0,1.0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1965–1969;05,2674,11002272,1965,Käte,Strobel,58,0,SPD,"Hausfrau, Kaufmännische Angestellte",0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2675,11002275,1965,Alois,Strohmayr,57,1,SPD,Architekt BDA,0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2676,11002279,1965,Detlef,Struve,62,1,Union,Bauer,0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2677,11002281,1965,Richard,Stücklen,49,1,Union,"Präsident DBT a. D., Vizepräsident DBT a. D., Ingenieur",0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1965–1969;05,2678,11002288,1965,Adolf,Süsterhenn,60,1,Union,"Professor, Staatsminister a. D.",0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2679,11002296,1965,Harry,Tallert,38,1,SPD,Redakteur,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2680,11002297,1965,Richard,Tamble,52,1,SPD,Zahnarzt,0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2681,11002306,1965,Theodor,Teriete,58,1,Union,Gewerkschaftsekretär,0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2682,11002332,1965,Peter,Tobaben,60,1,Union,Landwirt,0,1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2683,11002334,1965,Albert,Tönjes,45,1,SPD,Technischer Bundesbahnamtmann a. D.,0,0.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2684,11002339,1965,Hans,Toussaint,63,1,Union,Dipl.-Kaufmann,0,1.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2685,11002355,1965,Franz Xaver,Unertl,54,1,Union,"Viehkaufmann, Landwirt",0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2686,11002359,1965,Wilhelm,Urban,57,1,SPD,"Erzieher, Stadtrat",0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2687,11002362,1965,Franz,Varelmann,61,1,Union,Angestellter,0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2688,11002366,1965,Hans,Verbeek,48,1,Union,Oberkreisdirektor,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2689,11002374,1965,Franz,Vit,49,1,SPD,Kaufmännischer Angestellter,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2690,11002375,1965,Felix,Vittinghoff-Schell,55,1,Union,Land- und Forstwirt,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2691,11002377,1965,Bernhard,Vogel,33,1,Union,Lehrbeaufttagter an der Universität Heidelberg,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2692,11002378,1965,Friedrich,Vogel,36,1,Union,"Rechtsanwalt und Notar, Staatsminister a. D.",0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1965–1969;05,2693,11002382,1965,Karl-Heinz,Vogt,46,1,Union,Angestellter,0,1.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2694,11002402,1965,Gerold,Wächter,59,1,FDP,Bauer,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2695,11002409,1965,Leo,Wagner,46,1,Union,Rektor a. D.,0,1.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2696,11002411,1965,Eduard,Wahl,62,1,Union,o. Universitätsprofessor,0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2697,11002421,1965,Fritz,Walter,69,1,FDP,Landwirt,0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2698,11002444,1965,Herbert,Wehner,59,1,SPD,Redakteur,0,1.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2699,11002448,1965,Franz,Weigl,33,1,Union,Verbandsgeschäftsführer,0,1.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2700,11002449,1965,Erich,Weiland,49,1,Union,Dipl.-Ingenieur,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2701,11002451,1965,August,Weimer,57,1,Union,Hauptvorstandsmitglied,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2702,11002467,1965,Erwin,Welke,55,1,SPD,Redakteur,0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2703,11002469,1965,Hans,Wellmann,54,1,SPD,Hauptreferent,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2704,11002471,1965,Heinrich,Welslau,47,1,SPD,Bürgermeister,0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2705,11002476,1965,Helmut,Wendelborn,39,1,Union,Kaufmann,0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2706,11002478,1965,Martin,Wendt,30,1,SPD,Technischer Bundesbahnoberinspektor a. D.,0,0.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2707,11002487,1965,Helene,Wessel,67,0,SPD,Fürsorgerin,0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2708,11002489,1965,Heinz,Westphal,41,1,SPD,"Vizepräsident DBT a. D., Flugmotorenschlosser, Bundesminister a. D.",0,1.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1965–1969;05,2709,11002495,1965,Helga,Wex,41,0,Union,Hausfrau,0,0.0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1965–1969;05,2710,11002505,1965,Bruno,Wiefel,41,1,SPD,Geschäftsführendes Vorstandsmitglied,0,1.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1965–1969;05,2711,11002507,1965,Karl,Wienand,39,1,SPD,Gemeindedirektor a. D.,0,0.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965–1969;05,2712,11002508,1965,Karl,Wieninger,60,1,Union,Selbständiger Kaufmann,0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
