WP-JAHRE,ID,GESCHLECHT,PARTEI_KURZ,GEBURTSDATUM,BERUF,GEBURTSLAND,NACHNAME,VORNAME,WAHLPERIODEN,MANDATSARTEN,AUSLAND,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP-JAHRE
2017-;19,11004046,0,Union,1964,"Diplom-Oecotrophologin, Geschäftsführerin, Landesministerin a. D.",Deutschland,Grotelüschen,Astrid,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004048,1,Union,1974,Diplom  Marketing Fachwirt  (BAW),Deutschland,Hahn,Florian,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004049,1,Union,1971,Rechtsanwalt,Deutschland,Harbarth,Stephan,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004050,1,Union,1963,"Dipl.-Volkswirt, Leitender Angestellter",Deutschland,Hardt,Jürgen,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004051,1,Union,1966,Rechtsanwalt,Deutschland,Heider,Matthias,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004052,0,Union,1961,"Ingenieurin, selbstständige Architektin",Deutschland,Heil,Mechthild,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004054,1,Union,1964,"Sozialarbeiter, Theologe",Deutschland,Heinrich,Frank,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004055,1,Union,1954,Arzt,Deutschland,Henke,Rudolf,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004056,1,Union,1972,Oberregierungsrat a. D.,Deutschland,Heveling,Ansgar,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004057,1,FDP,1973,Selbstständiger Unternehmer,Frankreich,Höferlin,Manuel,"['17', '19']","[0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004059,1,Union,1956,"Erster Bürgermeister a. D., Bankkaufmann",Deutschland,Holmeier,Karl,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004060,1,Die Linke,1963,Angestellter,Deutschland,Hunko,Andrej,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004061,1,Union,1973,IT-Berater,Deutschland,Jarzombek,Thomas,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004063,1,SPD,1970,Oberregierungsrat,Deutschland,Kaczmarek,Oliver,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004065,1,Union,1969,Rechtsanwalt,Deutschland,Kaufmann,Stefan,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004066,1,Bündnis 90/Die Grünen,1953,Diplom-Volkswirt (Universität),Deutschland,Kekeritz,Uwe,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004067,0,Bündnis 90/Die Grünen,1969,Rechtsanwältin,Deutschland,Keul,Katja,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004068,1,Union,1963,"Diplom-Kaufmann, Oberst a. D.",Deutschland,Kiesewetter,Roderich,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004070,1,Bündnis 90/Die Grünen,1985,Betriebswirt,Deutschland,Kindler,Sven-Christian,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004071,1,Union,1960,Diplom-Volkswirt,Deutschland,Klein,Volkmar,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004072,0,Bündnis 90/Die Grünen,1958,Soziologin,Deutschland,Klein-Schmeink,Maria,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004073,1,Union,1967,Marketingfachmann,Deutschland,Knoerig,Axel,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004075,1,FDP,1971,Dipl.-Theologe,Deutschland,Kober,Pascal,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004079,0,SPD,1980,Diplom-Physikerin,Deutschland,Kolbe,Daniela,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004080,0,Die Linke,1956,Gewerkschaftssekretärin,Deutschland,Krellmann,Jutta,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004081,1,Bündnis 90/Die Grünen,1969,Wissenschaftlicher Mitarbeiter,Deutschland,Krischer,Oliver,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004083,1,Union,1961,Geschäftsführer,Deutschland,Kruse,Rüdiger,"['17', '18', '19']","[1, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004085,1,Bündnis 90/Die Grünen,1979,Diplom-Soziologe,Deutschland,Kühn,Stephan,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004087,1,Union,1969,Rechtsanwalt,Italien,Lange,Ulrich,"['19', '17', '18']","[1, 1, 1]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004088,0,Die Linke,1972,Diplom-Soziologin,Deutschland,Lay,Caren,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004089,0,Die Linke,1961,Geschäftsführerin,Deutschland,Leidig,Sabine,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004091,1,Die Linke,1967,"Werkzeugmacher, staatlich geprüfter Techniker für Maschinenbau",Deutschland,Lenkert,Ralph,"['17', '18', '19']","[1, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004092,0,Union,1958,"Bundesministerin der Verteidigung, Ärztin",Deutschland,Leyen,Ursula,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004093,1,Die Linke,1972,Diplom-Betriebswirt,Deutschland,Liebich,Stefan,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004097,1,FDP,1979,Politikwissenschaftler,Deutschland,Lindner,Christian,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004098,1,Union,1977,Diplom-Volkswirt,Deutschland,Linnemann,Carsten,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004099,1,SPD,1965,"Notar, Sprecher für Recht und Verbraucherschutz, Obmann im Parlamentarischen Kontrollgremium, Staatssekretär a. D.",Deutschland,Lischka,Burkhard,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004100,1,Union,1975,Rechtsanwalt,Deutschland,Luczak,Jan-Marco,"['19', '17', '18']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004101,0,SPD,1964,Polizeibeamtin,Deutschland,Lühmann,Kirsten,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004102,1,FDP,1979,Unternehmensberater,Deutschland,Luksic,Oliver,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004103,1,Die Linke,1969,Angestellter,Deutschland,Lutze,Thomas,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004104,0,Union,1962,Juristin,Deutschland,Maag,Karin,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004105,1,Union,1954,"Bundesminister a. D., Jurist",Deutschland,Maizière,Thomas,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004106,0,Bündnis 90/Die Grünen,1985,Studentin,Deutschland,Malczak,Agnes,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004107,1,Union,1961,Landwirt,Deutschland,Marwitz,Hans-Georg,"['17', '18', '19']","[0, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004108,1,Union,1969,"Industriekaufmann, Bürgermeister",Deutschland,Mattfeldt,Andreas,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004110,1,Union,1964,Rechtsanwalt,Deutschland,Middelberg,Mathias,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004111,0,Die Linke,1960,Diplom-Sozialökonomin,Deutschland,Möhring,Cornelia,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004113,1,Union,1957,Rechtsanwalt,Deutschland,Monstadt,Dietrich,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004114,1,Die Linke,1984,Diplom-Jurist,Deutschland,Movassat,Niema,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004116,0,Union,1983,"Diplom-Juristin, MdB",Deutschland,Müller,Nadine,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004117,0,Bündnis 90/Die Grünen,1960,Diplom-Sozialpädagogin,Deutschland,Müller-Gemmeke,Beate,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004119,0,Bündnis 90/Die Grünen,1977,"Staatssekretärin a. D., Diplom-Wirtschaftsingenieurin",Deutschland,Nestle,Ingrid,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004120,1,FDP,1956,"Prof., Diplom-Ingenieur, Hochschullehrer",Deutschland,Neumann,Martin,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004122,1,Die Linke,1957,Kulturwissenschaftler,Deutschland,Nord,Thomas,"['17', '18', '19']","[1, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004123,1,Bündnis 90/Die Grünen,1971,Rechtsanwalt,Deutschland,Notz,Konstantin,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004124,0,SPD,1967,"Wissenschaftliche Mitarbeiterin, Staatsministerin im Bundeskanzleramt",Deutschland,Özoğuz,Aydan,"['17', '18', '19']","[0, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004127,0,Bündnis 90/Die Grünen,1968,Diplom-Volkswirtin,Deutschland,Paus,Lisa,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004131,1,Union,1962,Glasermeister,Deutschland,Pols,Eckhard,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004134,0,Die Linke,1965,Diplom-Sozialwissenschaftlerin,Deutschland,Remmers,Ingrid,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004135,1,Union,1957,Bürgermeister a. D.,Deutschland,Riebsamen,Lothar,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004136,1,Union,1960,Landwirtschaftsmeister,Deutschland,Rief,Josef,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004138,0,Bündnis 90/Die Grünen,1966,Journalistin und Redakteurin,Deutschland,Rößner,Tabea,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004139,1,Union,1955,Diplom-Betriebswirt,Deutschland,Rüddel,Erwin,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004140,1,FDP,1971,Jurist,Deutschland,Ruppert,Stefan,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004143,1,Union,1976,Rechtsanwalt,Deutschland,Schipanski,Tankred,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004145,1,Bündnis 90/Die Grünen,1953,Sozialwissenschaftler,Deutschland,Schmidt,Frithjof,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004146,1,Union,1968,Bürgermeister a. D.,Deutschland,Schnieder,Patrick,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004148,1,FDP,1968,"Dipl.-Pol., IT-Unternehmer",Deutschland,Schulz,Jimmy,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004149,1,Union,1961,Polizeidirektor a. D.,Deutschland,Schuster,Armin,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004150,1,SPD,1974,Industriemechaniker,Deutschland,Schwartze,Stefan,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004152,1,Union,1962,Rechtsanwalt,Deutschland,Seif,Detlef,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004153,1,Union,1952,"Diplom-Betriebswirt, Studiendirektor a. D.",Deutschland,Sendker,Reinhold,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004155,1,Union,1971,Professor,Deutschland,Sensburg,Patrick,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004159,0,FDP,1975,Rechtsanwältin,Deutschland,Skudelny,Judith,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004163,1,Union,1966,"Diplom-Kaufmann, Unternehmer",Deutschland,Steffel,Frank,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004164,0,SPD,1963,Rechtsanwältin,Deutschland,Steffen,Sonja,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004168,1,Union,1964,Diplom-Agraringenieur,Deutschland,Stier,Dieter,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004169,1,Union,1974,Jurist,Deutschland,Stracke,Stephan,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004170,0,Union,1967,Sonderschullehrerin,Deutschland,Strenz,Karin,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004173,0,SPD,1968,Diplom-Sozialpädagogin,Deutschland,Tack,Kerstin,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004174,1,Union,1974,"Historiker, Generalsekretär der CDU Deutschlands, Parl. Staatssekretär",Deutschland,Tauber,Peter,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004175,1,FDP,1968,Rechtsanwalt,Deutschland,Thomae,Stephan,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004178,1,Bündnis 90/Die Grünen,1977,Landesgeschäftsführer,Deutschland,Tressel,Markus,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004179,1,FDP,1982,Politikwissenschaftler,Deutschland,Vogel,Johannes,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004181,0,Die Linke,1963,Geschäftsführerin,Deutschland,Vogler,Kathrin,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004182,1,Union,1963,Rechtsanwalt,Deutschland,Wadephul,Johann,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004183,0,Die Linke,1969,Autorin,Deutschland,Wagenknecht,Sahra,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004184,0,Bündnis 90/Die Grünen,1957,Geschäftsführerin,Deutschland,Wagner,Daniela,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004186,1,Die Linke,1957,Bildungsberater,Deutschland,Weinberg,Harald,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004187,0,Union,1958,"Rechtsanwältin, Bürgermeisterin a. D., Parl. Staatssekretärin",Deutschland,Weiss,Sabine,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004188,0,Die Linke,1973,Kauffrau im Einzelhandel,Deutschland,Werner,Katrin,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004191,0,SPD,1960,"Ministerin a. D., Diplom-Finanzökonomin",Deutschland,Ziegler,Dagmar,"['17', '18', '19']","[1, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004192,1,Union,1961,"Professor, Hochschullehrer",Deutschland,Zimmer,Matthias,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004215,1,Bündnis 90/Die Grünen,1964,"Diplom-Agraringenieur, Landschaftsökologe",Deutschland,Ebner,Harald,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004217,1,Bündnis 90/Die Grünen,1982,Technischer Diplom-Volkswirt,Deutschland,Lindner,Tobias,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004221,0,Bündnis 90/Die Grünen,1964,Diplom-Psychologin,Deutschland,Walter-Rosenheimer,Beate,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004222,1,FDP,1950,"Elektromeister, Geschäftsführer",Deutschland,Todtenhausen,Manfred,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004226,1,SPD,1958,Geschäftsführer,Deutschland,Hellmich,Wolfgang,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004229,1,FDP,1978,Meister im Maurer- und Betonbauerhandwerk,Deutschland,Reinhold,Hagen,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004241,1,Union,1968,"Diplom-Physiker, Geschäftsführender Gesellschafter",Deutschland,Albani,Stephan,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004243,0,Bündnis 90/Die Grünen,1984,Islamwissenschaftlerin,Deutschland,Amtsberg,Luise,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004244,0,SPD,1955,"Bankkauffrau, Diplom-Religionspädagogin, Geschäftsführerin",Deutschland,Baehrens,Heike,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004245,0,Bündnis 90/Die Grünen,1980,Völkerrechtlerin,Deutschland,Baerbock,Annalena,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004246,0,SPD,1964,Hauptschullehrerin,Deutschland,Bahr,Ulrike,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004247,0,SPD,1968,"Bundesministerin für Familie, Senioren, Frauen und Jugend, Juristin",Deutschland,Barley,Katarina,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004248,1,SPD,1959,Beamter (Leitender Regierungsdirektor) a. D.,Deutschland,Bartke,Matthias,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004250,1,Union,1981,Sparkassenbetriebswirt,Deutschland,Beermann,Maik,"['18', '19']","[0, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004251,0,Union,1961,Dipl.-Ing.,Deutschland,Benning,Sybille,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004252,1,Union,1972,Jurist,Deutschland,Berghegger,André,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004255,0,Bündnis 90/Die Grünen,1979,Sozialwissenschaftlerin,Deutschland,Brantner,Franziska,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004256,1,SPD,1953,Wirtschaftsberater,Deutschland,Brunner,Karl-Heinz,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004257,1,SPD,1974,"Professor für Nachhaltiges Management, Integration-und Diversity Management",Deutschland,Castellucci,Lars,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004258,1,SPD,1956,"Politikwissenschaftler (M.A.),Landesgeschäftsführer SGK NRW",Deutschland,Daldrup,Bernhard,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004259,1,SPD,1961,Diplom-Chemiker,Deutschland,Diaby,Karamba,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004261,0,SPD,1964,Ärztin,Deutschland,Dittmar,Sabine,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004262,1,Union,1967,Bürgermeister a. D.,Deutschland,Donth,Michael,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
