WP-JAHRE,ID,GESCHLECHT,PARTEI_KURZ,GEBURTSDATUM,BERUF,GEBURTSLAND,NACHNAME,VORNAME,WAHLPERIODEN,MANDATSARTEN,AUSLAND,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP-JAHRE
2017-;19,11003584,0,Die Linke,1961,Philologin,Deutschland,Lötzsch,Gesine,"['15', '16', '17', '18', '19']","[1, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003586,0,Union,1978,"Diplom-Politologin, Staatsministerin",Deutschland,Mantel,Dorothee,"['15', '16', '17', '18', '19']","[0, 0, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003587,0,SPD,1963,"Dipl.-Geographin, Parl. Staatssekretärin",Deutschland,Marks,Caren,"['15', '16', '17', '18', '19']","[1, 1, 1, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003588,0,SPD,1954,Hauptschullehrerin,Deutschland,Mattheis,Hilde,"['15', '16', '17', '18', '19']","[0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003589,1,Union,1973,"Rechtsanwalt, Parl. Staatssekretär",Deutschland,Mayer,Stephan,"['15', '16', '17', '18', '19']","[1, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003596,0,Union,1955,Meisterin der ländlichen Hauswirtschaft,Deutschland,Mortler,Marlene,"['15', '16', '17', '18', '19']","[1, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003597,1,Union,1975,"Bankfachwirt, Parl. Staatssekretär",Deutschland,Müller,Stefan,"['15', '16', '17', '18', '19']","[1, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003599,1,SPD,1959,Politikwissenschaftler,Deutschland,Mützenich,Rolf,"['15', '16', '17', '18', '19']","[1, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003602,1,Union,1969,Diplom Kaufmann,Deutschland,Nüßlein,Georg,"['15', '16', '17', '18', '19']","[1, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003604,1,Bündnis 90/Die Grünen,1953,Landwirt,Deutschland,Ostendorff,Friedrich,"['15', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2017-;19
2017-;19,11003608,1,Union,1967,Diplom Kaufmann,Deutschland,Pfeiffer,Joachim,"['15', '16', '17', '18', '19']","[1, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003612,1,SPD,1972,"Rechtsanwalt, Parl. Staatssekretär",Deutschland,Pronold,Florian,"['15', '16', '17', '18', '19']","[0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003613,0,Union,1975,Juristin,Deutschland,Raab,Daniela,"['15', '16', '17', '18', '19']","[0, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003614,1,SPD,1968,Bürgermeister a. D.,Deutschland,Raabe,Sascha,"['15', '16', '17', '18', '19']","[1, 1, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003620,1,Union,1968,Diplom-Volkswirt,Deutschland,Rupprecht,Albert,"['15', '16', '17', '18', '19']","[0, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003624,1,SPD,1952,Generalsekretär,Deutschland,Schäfer,Axel,"['15', '16', '17', '18', '19']","[1, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003625,1,Union,1974,"BM für Verkehr und digitale Infrastruktur, Magister in Politologie, Wirtschaftswissenschaften und Soziologie",Deutschland,Scheuer,Andreas,"['15', '16', '17', '18', '19']","[0, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003630,1,SPD,1968,"Redaktionsdirektor, Diplom-Politologe",Deutschland,Schulz,Swen,"['15', '16', '17', '18', '19']","[1, 1, 0, 0, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003631,1,Union,1957,Groß- und Außenhandelskaufmann,Australien,Schummer,Uwe,"['17', '18', '19', '15', '16']","[1, 1, 1, 1, 1]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003636,1,Union,1968,"Rechtsanwalt (Tätigkeit ruhend), Parl. Staatssekretär",Deutschland,Silberhorn,Thomas,"['15', '16', '17', '18', '19']","[1, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003638,1,Union,1980,"Bundesminister für Gesundheit, Bankkaufmann, Politologe",Deutschland,Spahn,Jens,"['15', '16', '17', '18', '19']","[1, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003639,1,Union,1970,"Dipl.-Betriebswirt (FH), Selbständiger Unternehmer",Deutschland,Stetten,Christian,"['15', '16', '17', '18', '19']","[1, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003643,1,Union,1958,Dipl.-Betriebswirt (FH),Deutschland,Storjohann,Gero,"['15', '16', '17', '18', '19']","[0, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003645,0,Union,1959,"Vizepräsidentin DBT a. D., Rechtsanwältin, Parl. Geschäftsführerin",Deutschland,Tadjadod,Michaela,"['15', '16', '17', '18', '19']","[0, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003646,0,Union,1964,"Steuerberaterin, Diplomfinanzwirtin",Deutschland,Tillmann,Antje,"['15', '16', '17', '18', '19']","[0, 0, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003650,1,Union,1959,"Zerspaner, Dipl.-Ingenieur (FH)",Deutschland,Vogel,Volkmar Uwe,"['15', '16', '17', '18', '19']","[0, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003655,1,Union,1975,"Rechtsanwalt, Volljurist, Parl. Staatssekretär",Deutschland,Wanderwitz,Marco,"['15', '16', '17', '18', '19']","[1, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003658,1,Union,1959,Vorsitzender Richter am Landgericht a. D.,Deutschland,Wellenreuther,Ingo,"['15', '16', '17', '18', '19']","[0, 1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003706,1,Union,1963,Landwirtschaftsmeister,Deutschland,Auernhammer,Artur,"['15', '18', '19']","[0, 0, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2017-;19
2017-;19,11003710,0,SPD,1967,"Sprachwissenschaftlerin, Bankkauffrau, Dipl.-Informatikerin (FH)",Deutschland,Kofler,Bärbel,"['15', '16', '17', '18', '19']","[0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003714,0,Bündnis 90/Die Grünen,1967,Bäckerin und Betriebswirtin,Deutschland,Lazar,Monika,"['15', '16', '17', '18', '19']","[0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2017-;19
2017-;19,11003715,1,SPD,1978,Wissenschaftler Mitarbeiter,Deutschland,Klingbeil,Lars,"['15', '17', '18', '19']","[0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2017-;19
2017-;19,11003732,1,SPD,1973,"Historiker, Parl. Staatssekretär",Deutschland,Annen,Niels,"['16', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2017-;19
2017-;19,11003734,1,Union,1975,"Dipl.-Betriebswirt (BA), Parl. Staatssekretär",Deutschland,Bareiß,Thomas,"['16', '17', '18', '19']","[1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003740,0,Die Linke,1958,"Bauzeichnerin, Gesellschaftswissenschaftlerin",Deutschland,Bluhm,Heidrun,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003742,1,Union,1973,"Angestellter, Pressesprecher",Deutschland,Brand,Michael,"['16', '17', '18', '19']","[1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003744,1,SPD,1964,Gewerkschaftssekretär,Deutschland,Burkert,Martin,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003746,0,Die Linke,1975,Journalistin,Deutschland,Dağdelen,Sevim,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003753,1,Die Linke,1954,Gewerkschaftssekretär,Deutschland,Ernst,Klaus,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003755,1,SPD,1959,"Bundesminister des Auswärtigen, Gymnasiallehrer",Deutschland,Gabriel,Sigmar,"['16', '17', '18', '19']","[1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003756,1,Bündnis 90/Die Grünen,1977,Dipl.-Sozialwissenschaftler,Deutschland,Gehring,Kai,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003758,1,SPD,1971,Parlamentarischer Berater im Landtag,Deutschland,Gerster,Martin,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003761,0,Union,1962,"Professorin, Stiftungsvorstand, Staatsministerin",Deutschland,Grütters,Monika,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003763,0,Die Linke,1966,Ernährungswissenschaftlerin,Deutschland,Hänsel,Heike,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003764,0,Bündnis 90/Die Grünen,1961,Dipl.-Sozialarbeiterin,Deutschland,Haßelmann,Britta,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003772,1,Bündnis 90/Die Grünen,1970,Dipl.-Biologe,Deutschland,Hofreiter,Anton,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003780,1,Union,1975,Rechtsanwalt,Deutschland,Jung,Andreas,"['17', '18', '19', '16']","[1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003782,1,SPD,1959,Kfz.-Mechaniker,Kroatien,Juratovic,Josip,"['16', '17', '18', '19']","[0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003784,1,Union,1950,"Oberbürgermeister a. D., Rechtsanwalt",Deutschland,Karl,Alois,"['16', '17', '18', '19']","[1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003786,0,Die Linke,1978,"Slawistin,  Literaturwissenschaftlerin",Deutschland,Kipping,Katja,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003789,1,Union,1962,"Elektro-Techniker, Unternehmer",Deutschland,Koeppen,Jens,"['16', '17', '18', '19']","[0, 0, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003790,1,Die Linke,1977,Politikwissenschaftler M. A.,Deutschland,Korte,Jan,"['16', '17', '18', '19']","[0, 1, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003792,0,Bündnis 90/Die Grünen,1952,Dozentin,Deutschland,Kotting-Uhl,Sylvia,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003796,1,Union,1959,"Konditor, Diplom-Ingenieur (FH)",Deutschland,Lämmel,Andreas G.,"['16', '17', '18', '19']","[1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003797,1,SPD,1963,Universitätsprofessor,Deutschland,Lauterbach,Karl,"['16', '17', '18', '19']","[1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003799,1,Union,1959,"Rechtsanwalt, Altbürgermeister",Deutschland,Lehrieder,Paul,"['16', '17', '18', '19']","[1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003800,1,Die Linke,1974,Diplom-Soziologe,Deutschland,Leutert,Michael,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003802,1,FDP,1963,"Übersetzer, Staatsminister a. D.",Deutschland,Link,Michael,"['16', '17', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2017-;19
2017-;19,11003804,0,SPD,1971,"Referentin für Personalstrategie, Bankkauffrau",Deutschland,Mast,Katja,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003809,1,SPD,1968,Rechtsanwalt,Deutschland,Miersch,Matthias,"['16', '17', '18', '19']","[1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003815,1,Union,1970,"Bankkaufmann, Rechtsanwalt",Deutschland,Müller,Carsten,"['16', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2017-;19
2017-;19,11003816,1,SPD,1964,Lokomotivführer,Deutschland,Müller,Detlef,"['16', '18', '19']","[1, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2017-;19
2017-;19,11003820,1,SPD,1954,"Vizepräsident DBT, Jurist, Landesminister a. D.,",Deutschland,Oppermann,Thomas,"['16', '17', '18', '19']","[1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003821,1,Union,1968,"Prokurist, Jurist",Deutschland,Otte,Henning,"['16', '17', '18', '19']","[0, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003826,1,Union,1954,Dipl.-Ingenieur für Informationsverarbeitung,Deutschland,Rehberg,Eckhardt,"['16', '17', '18', '19']","[0, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003830,1,SPD,1975,Erzieher,Deutschland,Rix,Sönke,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003832,1,Union,1959,selbstständiger Landwirt,Deutschland,Röring,Johannes,"['16', '17', '18', '19']","[1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003834,1,FDP,1968,Dipl.-Betriebswirt,Deutschland,Schäffler,Frank,"['16', '17', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2017-;19
2017-;19,11003837,1,Bündnis 90/Die Grünen,1972,Volkswirt,Deutschland,Schick,Gerhard,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003838,0,SPD,1962,Juristin,Deutschland,Schieder,Marianne,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003846,1,SPD,1970,Gästeführer,Deutschland,Schwabe,Frank,"['16', '17', '18', '19']","[1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003847,0,SPD,1962,"Dipl.-Betriebswirtin, Parl. Staatssekretärin",Deutschland,Schwarzelühr-Sutter,Rita,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003848,0,Die Linke,1960,"Dipl.-Volkswirtin, Erste Parlamentarische Geschäftsführerin",Deutschland,Sitte,Petra,"['16', '17', '18', '19']","[0, 1, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003853,0,Die Linke,1960,"Veterinärmedizinerin, Chemielaborantin, Wiss. Mitarbeiterin",Deutschland,Tackmann,Kirsten,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003856,1,FDP,1979,Rechtsanwalt,Deutschland,Toncar,Florian,"['16', '17', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2017-;19
2017-;19,11003858,1,Die Linke,1971,"Gewerkschaftssekretär, ehrenamtl. Arbeitsrichter",Deutschland,Ulrich,Alexander,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003860,1,Union,1972,Versicherungskaufmann,Deutschland,Wegner,Kai,"['16', '17', '18', '19']","[0, 1, 1, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003861,1,Union,1967,Lehrer,Deutschland,Weinberg,Marcus,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003865,0,Union,1962,Richterin am Amtsgericht a. D.,Deutschland,Winkelmeier-Becker,Elisabeth,"['16', '17', '18', '19']","[1, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003869,0,Die Linke,1960,Baustofftechnologin,Deutschland,Zimmermann,Sabine,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003881,1,Bündnis 90/Die Grünen,1975,Selbständig,Iran,Nouripour,Omid,"['16', '17', '18', '19']","[0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003888,1,Bündnis 90/Die Grünen,1964,Volkswirt,Deutschland,Strengmann-Kuhn,Wolfgang,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003889,1,Bündnis 90/Die Grünen,1982,Historiker,Deutschland,Sarrazin,Manuel,"['16', '17', '18', '19']","[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003890,1,Union,1976,"Rechtsanwalt und Fachanwalt für Steuerrecht, Parl. Staatssekretär",Deutschland,Hirte,Christian,"['16', '17', '18', '19']","[0, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11003896,0,SPD,1969,Juristin,Deutschland,Högl,Eva,"['16', '17', '18', '19']","[0, 1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-;19
2017-;19,11004003,0,FDP,1959,Rechtsanwältin,Deutschland,Aschenberg-Dugnus,Christine,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004004,1,Union,1976,Dipl.-Betriebswirt (FH),Deutschland,Aumer,Peter,"['17', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004006,0,SPD,1968,Personalmanagementökonomin (VWA),Deutschland,Bas,Bärbel,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004008,1,Union,1956,"Verwaltungsvollzugsbeamter, Ortsbürgermeister",Deutschland,Behrens,Manfred,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004010,1,Union,1970,"Rechtsanwalt, Fachanwalt für gewerblichen Rechtsschutz",Deutschland,Beyer,Peter,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004011,1,Union,1979,"Rechtsanwalt, Parl. Staatssekretär",Deutschland,Bilger,Steffen,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004012,1,Die Linke,1961,Diplom-Sozialwissenschaftler,Deutschland,Birkwald,Matthias W.,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004017,1,Union,1954,Jurist,Deutschland,Brackmann,Norbert,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004018,1,Union,1977,Diplom-Wirtschaftsingenieur,Deutschland,Brandl,Reinhard,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004019,0,Union,1962,Diplom-Betriebswirtin (FH),Deutschland,Brehmer,Heike,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004021,1,Union,1968,Steuerberater,Deutschland,Brinkhaus,Ralph,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004022,0,Die Linke,1971,"freiberufliche Redakteurin, wissenschaftliche Mitarbeiterin",Deutschland,Buchholz,Christine,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004023,1,FDP,1977,Volljurist,Deutschland,Buschmann,Marco,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004029,1,FDP,1976,Diplom-Kaufmann,Deutschland,Djir-Sarai,Bijan,"['17', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017-;19
2017-;19,11004030,0,Bündnis 90/Die Grünen,1976,Wissenschaftliche Referentin,Deutschland,Dörner,Katja,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004033,1,SPD,1960,"Professor, Bürgermeister a. D., Jurist",Deutschland,Franke,Edgar,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004034,1,Union,1964,Rechtsanwalt,Deutschland,Frieser,Michael,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004036,1,Union,1960,Berufssoldat,Deutschland,Gädechens,Ingo,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004038,1,Union,1971,"Betriebswirt, Politikwissenschaftler (M.A.), Parl. Staatssekretär",Deutschland,Gebhart,Thomas,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004039,1,SPD,1960,"Bergmann, Elektrohauer",Deutschland,Gerdes,Michael,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004040,1,Union,1956,"Geschäftsführer, Landwirtschaftsmeister",Deutschland,Gerig,Alois,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004041,0,Die Linke,1975,Kommunikationswissenschaftlerin M.A.,Deutschland,Gohlke,Nicole,"['17', '18', '19']","[0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
2017-;19,11004045,1,SPD,1956,Geschäftsbereichsleiter,Deutschland,Groß,Michael,"['17', '18', '19']","[1, 1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2017-;19
