WP-JAHRE,ID,GESCHLECHT,PARTEI_KURZ,GEBURTSDATUM,BERUF,GEBURTSLAND,NACHNAME,VORNAME,WAHLPERIODEN,MANDATSARTEN,AUSLAND,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP-JAHRE,ANFANG,ALTER
1961–1965,11002595,1,CDU,1896,Staatsminister a. D.,Deutschland,Zimmer,Alois,"['3', '4']","['Direktwahl', 'Direktwahl']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961–1965,1961,65
1961–1965,11002596,0,SPD,1907,Geschäftsführerin,Deutschland,Zimmermann,Else,['4'],['Landesliste'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961–1965,1961,54
1961–1965,11002597,1,CSU,1925,"Rechtsanwalt, Bundesminister für Verkehr",Deutschland,Zimmermann,Friedrich,"['3', '4', '5', '6', '7', '8', '9', '10', '11']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1961–1965,1961,36
1961–1965,11002601,1,SPD,1901,Ministerpräsident,Deutschland,Zinn,Georg-August,"['1', '4']","['Direktwahl', 'Landesliste']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961–1965,1961,60
1961–1965,11002605,1,CSU,1913,Verleger und Werbekaufmann,Deutschland,Zoglmann,Siegfried,"['3', '4', '5', '6', '7']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1961–1965,1961,48
1961–1965,11002607,1,SPD,1895,Gewerkschaftssekretär,Deutschland,Zühlke,Ernst,"['1', '2', '3', '4']","['Direktwahl', 'Landesliste', 'Landesliste', 'Landesliste']",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961–1965,1961,66
1965–1969,11000001,1,CDU,1930,"Rechtsanwalt, Wirtschaftsprüfer, Universitätsprofessor",Deutschland,Abelein,Manfred,"['5', '6', '7', '8', '9', '10', '11']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1965–1969,1965,35
1965–1969,11000002,1,FDP,1909,Rechtsanwalt und Notar,Deutschland,Achenbach,Ernst,"['3', '4', '5', '6', '7']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,56
1965–1969,11000007,1,SPD,1919,Gewerkschaftssekretär,Deutschland,Adams,Rudolf,"['5', '6', '7', '8']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,46
1965–1969,11000009,1,CDU,1876,Bundeskanzler a. D.,Deutschland,Adenauer,Konrad,"['1', '2', '3', '4', '5']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,89
1965–1969,11000011,1,CDU,1920,Dipl.-Landwirt,Deutschland,Adorno,Eduard,"['4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,45
1965–1969,11000016,1,SPD,1902,Verwaltungsbeamter,Deutschland,Ahrens,Hermann,['5'],['Landesliste'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,63
1965–1969,11000018,1,CSU,1924,Regierungsrat a. D.,Deutschland,Aigner,Heinrich,"['3', '4', '5', '6', '7', '8']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,41
1965–1969,11000021,0,SPD,1901,Buchhalterin,Deutschland,Albertz,Luise,"['1', '2', '3', '4', '5']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Direktwahl']",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,64
1965–1969,11000028,1,CSU,1928,Rechtsanwalt,Deutschland,Althammer,Walter,"['4', '5', '6', '7', '8', '9', '10']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1965–1969,1965,37
1965–1969,11000043,1,SPD,1932,Bundesminister a. D.,Deutschland,Apel,Hans,"['5', '6', '7', '8', '9', '10', '11']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Landesliste']",0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1965–1969,1965,33
1965–1969,11000044,1,SPD,1925,Bundesminister a. D.,Deutschland,Arendt,Walter,"['4', '5', '6', '7', '8']","['Direktwahl', 'Landesliste', 'Landesliste', 'Direktwahl', 'Direktwahl']",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,40
1965–1969,11000047,1,SPD,1904,Rechtsanwalt,Deutschland,Arndt,Adolf,"['1', '2', '3', '4', '5']","['Direktwahl', 'Direktwahl', 'Landesliste', 'Landesliste', 'Landesliste']",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,61
1965–1969,11000048,1,SPD,1927,Senatsdirektor,Deutschland,Arndt,Claus,"['5', '6', '7']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,38
1965–1969,11000049,1,SPD,1927,Volkswirt,Deutschland,Arndt,Klaus Dieter,"['5', '6', '7']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,38
1965–1969,11000051,1,CDU,1933,Rechtsanwalt,Deutschland,Arnold,Gottfried,"['4', '5', '6', '7', '8', '9']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,32
1965–1969,11000054,1,CDU,1912,Prokurist,Deutschland,Artzinger,Helmut,"['4', '5', '6', '7']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,53
1965–1969,11000059,1,SPD,1898,"Rektor a. D., Oberbürgermeister",Deutschland,Auge,Heinrich,"['3', '4', '5']","['Landesliste', 'Direktwahl', 'Direktwahl']",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,67
1965–1969,11000073,1,SPD,1901,Dipl.-Landwirt,Deutschland,Bading,Harri,"['3', '4', '5']","['Landesliste', 'Direktwahl', 'Direktwahl']",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,64
1965–1969,11000076,1,SPD,1926,Technischer Zeichner,Deutschland,Bäuerle,Willi,"['4', '5', '6', '7']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,39
1965–1969,11000081,1,CDU,1923,Angestellter,Deutschland,Baier,Fritz,"['2', '3', '4', '5', '6', '7']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,42
1965–1969,11000083,1,CSU,1902,"Honorarprofessor, Senator e.h., Chemiker",Deutschland,Balke,Siegfried,"['3', '4', '5']","['Direktwahl', 'Direktwahl', 'Landesliste']",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,63
1965–1969,11000084,1,CDU,1914,Einzelhandelskaufmann,Deutschland,Balkenhol,Bernhard,"['3', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,51
1965–1969,11000085,1,SPD,1917,Angestellter,Deutschland,Bals,Hans,"['2', '3', '4', '5', '6']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,48
1965–1969,11000087,1,SPD,1930,"Dipl.-Volkswirt, Dozent",Deutschland,Baltes,Andreas,['5'],['Landesliste'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,35
1965–1969,11000092,1,SPD,1913,Angestellter,Deutschland,Barche,Hermann,"['5', '6', '7']","['Landesliste', 'Landesliste', 'Direktwahl']",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,52
1965–1969,11000094,1,SPD,1927,Facharzt für innere Medizin,Deutschland,Bardens,Hans,"['5', '6', '7', '8', '9']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,38
1965–1969,11000101,1,SPD,1905,Verwaltungsangestellter,Deutschland,Bartsch,Willy,"['4', '5', '6']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,60
1965–1969,11000102,1,CDU,1924,Präsident DBT a.D.,Deutschland,Barzel,Rainer,"['3', '4', '5', '6', '7', '8', '9', '10']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Landesliste', 'Landesliste']",0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1965–1969,1965,41
1965–1969,11000105,1,SPD,1909,Verwaltungsangestellter,Deutschland,Bauer,Hannsheinz,"['2', '3', '4', '5', '6']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,56
1965–1969,11000107,1,CSU,1915,"Landwirt, Molkereibesitzer",Deutschland,Bauer,Josef,"['2', '3', '4', '5']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,50
1965–1969,11000110,1,CDU,1900,Landwirt,Deutschland,Bauknecht,Bernhard,"['1', '2', '3', '4', '5']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,65
1965–1969,11000118,1,SPD,1923,Richter a. D.,Deutschland,Bayerl,Alfons,"['5', '6', '7', '8']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,42
1965–1969,11000119,1,CSU,1920,Journalist,Deutschland,Bayern,Konstantin,['5'],['Direktwahl'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,45
1965–1969,11000121,1,SPD,1920,Hauptgeschäftsführer a. D.,Deutschland,Bazille,Helmut,"['1', '2', '3', '4', '5']","['Landesliste', 'Landesliste', 'Landesliste', 'Direktwahl', 'Direktwahl']",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,45
1965–1969,11000122,1,CSU,1912,Volkswirt,Deutschland,Becher,Walter,"['5', '6', '7', '8']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,53
1965–1969,11000123,1,SPD,1901,Universitätsprofessor,Deutschland,Bechert,Karl,"['3', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,64
1965–1969,11000128,1,CDU,1905,Schuhmachermeister,Deutschland,Becker,Josef,"['1', '2', '3', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,60
1965–1969,11000136,1,SPD,1914,"Redakteur, Vizepräsident des Europäischen Parlaments a. D.",Deutschland,Behrendt,Walter,"['3', '4', '5', '6', '7']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,51
1965–1969,11000139,1,CDU,1925,Rechtsanwalt,Deutschland,Benda,Ernst,"['3', '4', '5', '6']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,40
1965–1969,11000144,1,CDU,1912,Landwirt,Deutschland,Berberich,August,"['3', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Landesliste']",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,53
1965–1969,11000146,1,CDU,1904,Industriekaufmann,Deutschland,Berendsen,Fritz,"['2', '3', '5']","['Direktwahl', 'Direktwahl', 'Landesliste']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,61
1965–1969,11000151,1,CDU,1921,Stadtamtmann a. D.,Deutschland,Berger,Ulrich,"['3', '4', '5', '6', '7', '8']","['Direktwahl', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,44
1965–1969,11000152,0,SPD,1911,Hausfrau,Deutschland,Heise,Margarete,"['2', '3', '4', '5']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,54
1965–1969,11000154,1,SPD,1907,Gewerkschaftssekretär i. R.,Deutschland,Bergmann,Karl,"['1', '2', '3', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,58
1965–1969,11000158,1,SPD,1915,"Studienrat, Parl. Staatsekretär des Bundesminister der Verteidigung",Deutschland,Berkhan,Karl Wilhelm,"['3', '4', '5', '6', '7']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,50
1965–1969,11000159,1,SPD,1910,"Angestellter, Geschäftsführer",Deutschland,Berlin,August,"['1', '2', '3', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,55
1965–1969,11000166,1,CSU,1904,Rechtsanwalt,Deutschland,Besold,Anton,"['1', '3', '4', '5']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,61
1965–1969,11000169,1,SPD,1908,Abteilungsleiter,Deutschland,Beuster,Willi,"['4', '5']","['Direktwahl', 'Direktwahl']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,57
1965–1969,11000170,1,CDU,1913,Landwirt,Deutschland,Bewerunge,Karl,"['4', '5', '6', '7']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,52
1965–1969,11000171,0,SPD,1914,Hausfrau,Deutschland,Beyer,Lucie,"['2', '3', '4', '5']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,51
1965–1969,11000172,1,CDU,1918,Studienrat a. D.,Deutschland,Biechele,Hermann,"['4', '5', '6', '7', '8']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,47
1965–1969,11000180,1,SPD,1931,Industriekaufmann,Deutschland,Biermann,Günter,"['4', '5', '6', '7', '8', '9']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,34
1965–1969,11000183,1,CDU,1907,Verwaltungsratsvorsitzender,Deutschland,Birrenbach,Kurt,"['3', '4', '5', '6', '7']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,58
1965–1969,11000190,1,SPD,1911,Journalist,Deutschland,Blachstein,Peter,"['1', '2', '3', '4', '5']","['Direktwahl', 'Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,54
1965–1969,11000195,1,CDU,1905,Bundesminister a. D.,Deutschland,Blank,Theodor,"['1', '2', '3', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Landesliste']",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,60
1965–1969,11000200,1,CDU,1898,Karosseriebaumeister,Deutschland,Blöcker,Hans,"['2', '3', '4', '5']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Landesliste']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,67
1965–1969,11000201,0,CDU,1909,Medizinisch-technische Assistentin,Deutschland,Blohm,Irma,"['3', '4', '5']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,56
1965–1969,11000205,1,SPD,1902,Geschäftsführer,Deutschland,Blume,Friedrich,['5'],['Direktwahl'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,63
1965–1969,11000206,1,CDU,1915,Kaufmann,Deutschland,Blumenfeld,Erik Bernhard,"['4', '5', '6', '7', '8']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,50
1965–1969,11000216,1,SPD,1920,Kaufmännischer Angestellter,Deutschland,Böhm,Fritz,"['5', '6']","['Landesliste', 'Landesliste']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,45
1965–1969,11000225,1,SPD,1931,Betonfacharbeiter,Deutschland,Börner,Holger,"['3', '4', '5', '6', '7']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,34
1965–1969,11000235,1,FDP,1895,Fabrikant,Deutschland,Borm,William,"['5', '6']","['Landesliste', 'Landesliste']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,70
1965–1969,11000243,1,CDU,1900,Geschäftsführer,Deutschland,Brand,Peter Wilhelm,"['2', '3', '4', '5']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,65
1965–1969,11000250,0,CDU,1912,"Hausfrau, Bundesministerin a. D.",Deutschland,Brauksiepe,Aenne,"['1', '2', '3', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Landesliste']",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,53
1965–1969,11000252,1,SPD,1907,Bankkaufmann,Deutschland,Braun,Josef,"['4', '5']","['Landesliste', 'Landesliste']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,58
1965–1969,11000259,1,CDU,1926,Oberregierungsrat a. D.,Deutschland,Bremer,Rolf,"['5', '6', '7']","['Direktwahl', 'Landesliste', 'Landesliste']",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,39
1965–1969,11000261,1,CSU,1915,Regierungsdirektor,Deutschland,Brenck,Heinz,"['4', '5']","['Direktwahl', 'Direktwahl']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,50
1965–1969,11000264,1,CDU,1896,Bauer,Deutschland,Brese,Wilhelm,"['1', '2', '3', '4', '5']","['Landesliste', 'Landesliste', 'Landesliste', 'Direktwahl', 'Direktwahl']",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,69
1965–1969,11000276,1,SPD,1931,"Redakteur, Parl. Staatssekretär a. D.",Deutschland,Brück,Alwin,"['5', '6', '7', '8', '9', '10', '11']","['Landesliste', 'Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Landesliste', 'Direktwahl']",0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1965–1969,1965,34
1965–1969,11000277,1,CDU,1911,Bundesbahnbeamter,Deutschland,Brück,Valentin,"['2', '3', '4', '5', '6']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,54
1965–1969,11000279,1,SPD,1906,Angestellter,Deutschland,Brünen,Eberhard,"['1', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,59
1965–1969,11000288,1,FDP,1914,Bundesminister für Wohnungswesen und Städtebau,Deutschland,Bucher,Ewald,"['2', '3', '4', '5']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,51
1965–1969,11000290,1,SPD,1923,Verlagsgeschäftsführer,Deutschland,Buchstaller,Werner,"['4', '5', '6', '7', '8']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,42
1965–1969,11000292,1,CDU,1925,Verbandsbildungsleiter,Deutschland,Budde,Heinz,['5'],['Landesliste'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,40
1965–1969,11000296,1,CDU,1904,Pfarrer i. R.,Deutschland,Bühler,Karl August,"['3', '4', '5']","['Landesliste', 'Direktwahl', 'Direktwahl']",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,61
1965–1969,11000298,1,SPD,1926,Jurist,Deutschland,Bühling,Reinhard,"['5', '6', '7', '8', '9']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,39
1965–1969,11000301,1,SPD,1908,Knappschaftsamtmann,Deutschland,Büttner,Fritz,"['3', '4', '5']","['Landesliste', 'Direktwahl', 'Direktwahl']",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,57
1965–1969,11000308,1,CDU,1900,"Professor, Direktor",Deutschland,Burgbacher,Fritz,"['3', '4', '5', '6', '7']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Landesliste']",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,65
1965–1969,11000309,1,CDU,1906,Einzelhandelskaufmann,Deutschland,Burgemeister,Alfred,"['2', '3', '4', '5', '6']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Landesliste']",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,59
1965–1969,11000310,1,CDU,1925,Verwaltungsoberinspektor a. D.,Deutschland,Burger,Albert,"['5', '6', '7', '8', '9']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,40
1965–1969,11000315,1,SPD,1928,Feinmechaniker,Deutschland,Buschfort,Hermann,"['5', '6', '7', '8', '9', '10', '11']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1965–1969,1965,37
1965–1969,11000316,1,FDP,1903,Rechtsanwalt und Notar,Deutschland,Busse,Hermann,"['5', '4']","['Landesliste', 'Landesliste']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,62
1965–1969,11000331,1,SPD,1921,"DGB-Geschäftsführer, Bundestagsabgeordneter",Deutschland,Collet,Hugo,"['5', '6', '7', '8', '9', '10']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1965–1969,1965,44
1965–1969,11000336,1,CDU,1894,Landrat a. D.,Deutschland,Conring,Hermann,"['2', '3', '4', '5']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Landesliste']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,71
1965–1969,11000338,1,SPD,1906,Dipl.-Kaufmann,Deutschland,Corterier,Fritz,"['2', '3', '4', '5']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,59
1965–1969,11000340,1,SPD,1905,"Verlagsleiter, Chefredakteur",Deutschland,Cramer,Johann,"['1', '3', '4', '5', '6']","['Direktwahl', 'Landesliste', 'Direktwahl', 'Landesliste', 'Direktwahl']",0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965–1969,1965,60
