WP-JAHRE,ID,GESCHLECHT,PARTEI_KURZ,GEBURTSDATUM,BERUF,GEBURTSLAND,NACHNAME,VORNAME,WAHLPERIODEN,MANDATSARTEN,AUSLAND,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP-JAHRE,ANFANG,ALTER
1994–1998,11002588,1,CSU,1941,Rechtsanwalt,Deutschland,Zeitlmann,Wolfgang,"['11', '12', '13', '14', '15']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1994–1998,1994,53
1994–1998,11002594,1,CSU,1934,Dipl.-Verwaltungswirt (FH),Deutschland,Zierer,Benno,"['9', '10', '11', '12', '13', '14']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1994–1998,1994,60
1994–1998,11002603,1,CSU,1942,Dipl.-Ingenieur (FH),Deutschland,Zöller,Wolfgang,"['12', '13', '14', '15', '16', '17']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1994–1998,1994,52
1994–1998,11002604,1,SPD,1943,Dipl.-Ökonom,Deutschland,Zöpel,Christoph,"['12', '13', '14', '15']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1994–1998,1994,51
1994–1998,11002608,1,SPD,1936,"Oberst a. D., Senator a. D.",Deutschland,Zumkley,Peter,"['11', '12', '13', '14']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1994–1998,1994,58
1994–1998,11002617,1,CDU,1958,"Chef des Bundeskanzleramtes, Bundesministerfür besondere Aufgaben, Jurist",Deutschland,Altmaier,Peter,"['13', '14', '15', '16', '17', '18', '19']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1994–1998,1994,36
1994–1998,11002618,0,BÜNDNIS 90/DIE GRÜNEN,1949,Lehrerin,Deutschland,Altmann,Gisela,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,45
1994–1998,11002619,0,BÜNDNIS 90/DIE GRÜNEN,1943,Lehrerin,Deutschland,Altmann,Elisabeth,['13'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,51
1994–1998,11002620,1,SPD,1945,Dipl.-Lehrer,Deutschland,Bahr,Ernst,"['13', '14', '15', '16']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1994–1998,1994,49
1994–1998,11002621,0,SPD,1953,Juristin,Deutschland,Barnett,Doris,"['13', '14', '15', '16', '17', '18', '19']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1994–1998,1994,41
1994–1998,11002622,1,SPD,1955,Gewerkschaftssekretär,Deutschland,Barthel,Klaus,"['13', '14', '15', '16', '17', '18']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1994–1998,1994,39
1994–1998,11002623,1,CDU,1944,Rechtsanwalt,Deutschland,Basten,Franz-Peter,['13'],['Direktwahl'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,50
1994–1998,11002624,0,BÜNDNIS 90/DIE GRÜNEN,1952,"Parl. Staatssekretärin a. D., Realschullehrerin",Deutschland,Beck-Oberdorf,Marieluise,"['10', '11', '13', '14', '15', '16', '17', '18']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1994–1998,1994,42
1994–1998,11002625,1,BÜNDNIS 90/DIE GRÜNEN,1960,"Referent, Erster Parl. Geschäftsführer a. D.",Deutschland,Beck,Volker,"['13', '14', '15', '16', '17', '18']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1994–1998,1994,34
1994–1998,11002626,1,SPD,1938,"Dipl.-Politologe, Baustadtrat a.D.",Deutschland,Behrendt,Wolfgang,"['13', '14']","['Landesliste', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,56
1994–1998,11002627,1,BÜNDNIS 90/DIE GRÜNEN,1971,Parl. Staatssekretär a. D.,Deutschland,Berninger,Matthias,"['13', '14', '15', '16']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1994–1998,1994,23
1994–1998,11002628,1,SPD,1944,"Uhrmachermeister, Dipl.-Verwaltungswirt",Deutschland,Bertl,Hans-Werner,"['13', '14', '15']","['Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1994–1998,1994,50
1994–1998,11002629,1,PDS,1952,Hochschulingenieur,Deutschland,Bierstedt,Wolfgang,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,42
1994–1998,11002630,0,CDU,1950,"Professorin, Staatsministerin des Auswärtigen",Deutschland,Böhmer,Maria,"['12', '13', '14', '15', '16', '17', '18']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1994–1998,1994,44
1994–1998,11002631,0,PDS,1954,Lehrerin,Deutschland,Böttcher,Maritta,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,40
1994–1998,11002632,1,CDU,1952,Rechtsanwalt,Deutschland,Bosbach,Wolfgang,"['13', '14', '15', '16', '17', '18']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1994–1998,1994,42
1994–1998,11002633,1,CDU,1955,Fachassistent für Röntgendiagnostik,Deutschland,Braun,Rudolf,['13'],['Direktwahl'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,39
1994–1998,11002634,1,FDP,1944,Rechtsanwalt,Deutschland,Braun,Hildebrecht,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,50
1994–1998,11002635,1,SPD,1954,Arzt,Deutschland,Braune,Tilo,['13'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,40
1994–1998,11002636,0,DIE LINKE.,1956,Schlosserin,Deutschland,Bulling-Schröter,Eva-Maria,"['13', '14', '16', '17', '18']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1994–1998,1994,38
1994–1998,11002637,0,BÜNDNIS 90/DIE GRÜNEN,1955,Setzerin,Deutschland,Buntenbach,Annelie,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,39
1994–1998,11002638,0,SPD,1941,Dipl.-Ingenieurin (FH) für Chemie,Deutschland,Deichmann,Christel,"['13', '14']","['Landesliste', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,53
1994–1998,11002639,1,CDU,1941,Landwirt,Deutschland,Deittert,Hubert,"['13', '14', '15', '16']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1994–1998,1994,53
1994–1998,11002640,0,BÜNDNIS 90/DIE GRÜNEN,1955,Lehrerin,Deutschland,Dietert-Scheuer,Amke,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,39
1994–1998,11002641,1,CDU,1948,Landwirtschaftsmeister,Deutschland,Dietzel,Wilhelm,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,46
1994–1998,11002642,1,SPD,1943,Gewerkschaftskreisvorsitzender,Deutschland,Dreßen,Peter,"['13', '14', '15']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1994–1998,1994,51
1994–1998,11002643,0,BÜNDNIS 90/DIE GRÜNEN,1941,"Stadtplanerin, Architektin, Dipl.-Ingenieurin",Deutschland,Eichstädt-Bohlig,Franziska,"['13', '14', '15']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1994–1998,1994,53
1994–1998,11002645,1,PDS,1921,Schriftsteller,Deutschland,Einsiedel,Heinrich,['13'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,73
1994–1998,11002646,1,PDS,1934,Dipl.-Lehrer,Deutschland,Elm,Ludwig,['13'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,60
1994–1998,11002647,1,SPD,1942,"Schulleiter a. D., Industriekaufmann",Deutschland,Enders,Peter,"['13', '14']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,52
1994–1998,11002648,0,SPD,1955,"Hochschuldozentin, Grundschullehrerin",Deutschland,Ernstberger,Petra,"['13', '14', '15', '16', '17', '18']","['Landesliste', 'Direktwahl', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1994–1998,1994,39
1994–1998,11002649,1,CDU,1938,Prokurist,Deutschland,Eßmann,Heinz-Dieter,['13'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,56
1994–1998,11002650,0,SPD,1947,Erzieherin,Deutschland,Faße,Annette,"['11', '13', '14', '15', '16']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1994–1998,1994,47
1994–1998,11002651,1,CDU,1942,"Dipl.-Volkswirt, Senator a. D.",Deutschland,Fink,Ulf,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,52
1994–1998,11002652,0,BÜNDNIS 90/DIE GRÜNEN,1960,"Druckerin, Volkswirtin",Deutschland,Fischer,Andrea,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,34
1994–1998,11002653,0,SPD,1957,"Erzieherin, Fachlehrerin",Deutschland,Fograscher,Gabriele,"['13', '14', '15', '16', '17', '18']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1994–1998,1994,37
1994–1998,11002654,0,SPD,1958,Zahntechnikerin,Deutschland,Follak,Iris,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,36
1994–1998,11002655,0,SPD,1953,Lehrerin,Deutschland,Freitag,Dagmar,"['13', '14', '15', '16', '17', '18', '19']","['Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1994–1998,1994,41
1994–1998,11002656,0,FDP,1946,Professorin,Deutschland,Frick,Gisela,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,48
1994–1998,11002657,1,CSU,1948,Rechtsanwalt,Deutschland,Friedrich,Gerhard,"['11', '12', '13', '14']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1994–1998,1994,46
1994–1998,11002659,1,FDP,1943,Staatsminister a. D.,Deutschland,Gerhardt,Wolfgang,"['13', '14', '15', '16', '17']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1994–1998,1994,51
1994–1998,11002660,1,SPD,1950,"Verwaltungsdirektor a. D., Staatsminister für Europa a. D.",Deutschland,Gloser,Günter,"['13', '14', '15', '16', '17']","['Landesliste', 'Direktwahl', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1994–1998,1994,44
1994–1998,11002661,0,CDU,1952,Dipl.-Ingenieurin,Deutschland,Glücklich,Wilma,['13'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,42
1994–1998,11002662,0,SPD,1947,"Pädagogische Mitarbeiterin, Programmiererin",Deutschland,Graf,Angelika,"['13', '14', '15', '16', '17']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1994–1998,1994,47
1994–1998,11002663,1,SPD,1945,"Dipl.-Ingenieur, Oberstudiendirektor a. D.",Deutschland,Grasedieck,Dieter,"['13', '14', '15', '16']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1994–1998,1994,49
1994–1998,11002664,0,BÜNDNIS 90/DIE GRÜNEN,1950,Dipl.-Pädagogin,Deutschland,Grießhaber,Rita,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,44
1994–1998,11002665,1,CDU,1943,Ingenieur,Deutschland,Grill,Kurt-Dieter,"['13', '14', '15']","['Direktwahl', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1994–1998,1994,51
1994–1998,11002666,1,CDU,1961,"Bundesminister a. D., Rechtsanwalt",Deutschland,Gröhe,Hermann,"['13', '14', '15', '16', '17', '18', '19']","['Landesliste', 'Direktwahl', 'Landesliste', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1994–1998,1994,33
1994–1998,11002667,1,CDU,1955,Dipl.-Elektroingenieur,Deutschland,Grund,Manfred,"['13', '14', '15', '16', '17', '18', '19']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1994–1998,1994,39
1994–1998,11002668,1,SPD,1947,"Grund - u. Hauptschullehrer, Bürgermeister a. D.",Deutschland,Hagemann,Klaus,"['13', '14', '15', '16', '17']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1994–1998,1994,47
1994–1998,11002669,1,SPD,1943,"Amtsgerichtsdirektor, Parl. Staatssekretär",Deutschland,Hartenbach,Alfred,"['13', '14', '15', '16']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1994–1998,1994,51
1994–1998,11002670,1,SPD,1944,"Pfarrer, Lehrer",Deutschland,Hemker,Reinhold,"['13', '14', '15', '16']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1994–1998,1994,50
1994–1998,11002671,1,SPD,1948,"Oberstudiendirektor, Schulleiter",Deutschland,Hempelmann,Rolf,"['13', '14', '15', '16', '17']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1994–1998,1994,46
1994–1998,11002672,0,SPD,1952,"Bundesministerin für Umwelt, Naturschutz, Bau und Reaktorsicherheit, Historikerin",Deutschland,Hendricks,Barbara,"['13', '14', '15', '16', '17', '18', '19']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1994–1998,1994,42
1994–1998,11002673,0,BÜNDNIS 90/DIE GRÜNEN,1964,"Verwaltungswirtin, Dipl.-Pädagogin",Deutschland,Hermenau,Antje,"['13', '14', '15']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1994–1998,1994,30
1994–1998,11002674,0,SPD,1954,"Dipl.-Finanzwirtin, Arzthelferin",Deutschland,Heubaum,Monika,"['13', '14', '15']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1994–1998,1994,40
1994–1998,11002675,1,Plos,1913,"Schriftsteller, Journalist",Deutschland,Heym,Stefan,['13'],['Direktwahl'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,81
1994–1998,11002676,0,BÜNDNIS 90/DIE GRÜNEN,1952,Lehrerin,Deutschland,Heyne,Kristin,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,42
1994–1998,11002677,1,PDS,1964,Industriekaufmann,Deutschland,Hiksch,Uwe,"['13', '14']","['Landesliste', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,30
1994–1998,11002678,1,FDP,1941,Landesminister a. D.,Deutschland,Hirche,Walter,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,53
1994–1998,11002679,1,SPD,1943,Lehrer,Deutschland,Höfer,Gerd,"['13', '14', '15', '16']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1994–1998,1994,51
1994–1998,11002680,0,BÜNDNIS 90/DIE GRÜNEN,1955,Dipl.-Agraringenieurin,Deutschland,Höfken-Deipenbrock,Ulrike,"['13', '14', '15', '16', '17']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1994–1998,1994,39
1994–1998,11002681,0,SPD,1947,Dipl.-Ingenieurin,Deutschland,Hoffmann,Jelena,"['13', '14', '15']","['Landesliste', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1994–1998,1994,47
1994–1998,11002682,1,SPD,1949,"Kriminaloberrat a. D., Diplomvolkswirt",Deutschland,Hofmann,Frank,"['13', '14', '15', '16', '17']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1994–1998,1994,45
1994–1998,11002683,0,SPD,1936,Kauffrau,Deutschland,Holzhüter,Ingrid,"['13', '14']","['Landesliste', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,58
1994–1998,11002684,1,SPD,1946,Lehrer,Deutschland,Hovermann,Eike,"['13', '14', '15', '16']","['Landesliste', 'Direktwahl', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1994–1998,1994,48
1994–1998,11002685,0,BÜNDNIS 90/DIE GRÜNEN,1958,"Lehrerin, Ökologin",Deutschland,Hustedt,Michaele,"['13', '14', '15']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1994–1998,1994,36
1994–1998,11002686,1,SPD,1949,Dipl.-Ingenieur,Deutschland,Ilte,Wolfgang,['13'],['Direktwahl'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,45
1994–1998,11002687,0,SPD,1952,"Dipl.-Sozialpädagogin, Kreisgeschäftsführerin",Deutschland,Imhof,Barbara,"['13', '14', '15']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1994–1998,1994,42
1994–1998,11002688,0,SPD,1948,"Verwaltungsangestellte, Fremdsprachenkorrespondentin",Deutschland,Irber,Brunhilde,"['13', '14', '15', '16']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1994–1998,1994,46
1994–1998,11002689,1,PDS,1932,"Pfarrer, Ingenieur für Straßeninstandhaltung",Deutschland,Jacob,Willibald,['13'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,62
1994–1998,11002690,1,CDU,1951,Wirtschaftsassessor,Deutschland,Jacoby,Peter,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,43
1994–1998,11002691,1,SPD,1945,Schiffbauer,Deutschland,Janssen,Jann-Peter,"['13', '14', '15']","['Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1994–1998,1994,49
1994–1998,11002692,1,CSU,1963,keine Angaben,Deutschland,Jawurek,Helmut,['13'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,31
1994–1998,11002693,1,PDS,1951,Zerspanungsfacharbeiter,Deutschland,Jüttemann,Gerhard,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,43
1994–1998,11002694,1,CDU,1939,Bundesminister des Innern a. D.,Deutschland,Kanther,Manfred,"['13', '14']","['Direktwahl', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,55
1994–1998,11002695,0,SPD,1945,Zahnärztin,Deutschland,Kaspereit,Sabine,"['13', '14']","['Landesliste', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,49
1994–1998,11002696,1,FDP,1936,Bundesminister des Auswärtigen a. D.,Deutschland,Kinkel,Klaus,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,58
1994–1998,11002697,1,BÜNDNIS 90/DIE GRÜNEN,1949,Biologe,Deutschland,Kiper,Manuel,['13'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,45
1994–1998,11002698,1,CDU,1965,Rechtsanwalt,Deutschland,Klaeden,Eckart,"['13', '14', '15', '16', '17']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1994–1998,1994,29
1994–1998,11002699,1,CDU,1940,Dipl.-Betriebswirtschaftler,Deutschland,Klaußner,Bernd,['13'],['Direktwahl'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,54
1994–1998,11002700,0,PDS,1943,Sozialwissenschaftlerin,Polen,Knake-Werner,Heidi,"['13', '14']","['Landesliste', 'Landesliste']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,51
1994–1998,11002701,0,DIE LINKE.,1954,Gewerkschaftssekretärin,Deutschland,Knoche,Monika,"['13', '14', '16']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1994–1998,1994,40
1994–1998,11002702,1,PDS,1951,Elektroingenieur,Deutschland,Köhne,Rolf,['13'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,43
1994–1998,11002703,1,CDU,1943,"Studiendirektor a. D., Diplom-Handelslehrer",Deutschland,Königshofen,Norbert,"['13', '14', '15', '16']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1994–1998,1994,51
1994–1998,11002704,0,BÜNDNIS 90/DIE GRÜNEN,1947,Dozentin für Soziologie,Deutschland,Köster-Loßack,Angelika,"['13', '14']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1994–1998,1994,47
1994–1998,11002705,1,CDU,1961,Rechtsanwalt,Deutschland,Krautscheid,Andreas,['13'],['Direktwahl'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994–1998,1994,33
1994–1998,11002706,0,SPD,1958,"Gewerbeschullehrerin, Parl. Staatssekretärin a. D.",Deutschland,Kressl,Nicolette,"['13', '14', '15', '16', '17']","['Landesliste', 'Landesliste', 'Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1994–1998,1994,36
1994–1998,11002707,1,SPD,1945,Rechtsanwalt,Deutschland,Kröning,Volker,"['13', '14', '15', '16']","['Direktwahl', 'Direktwahl', 'Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1994–1998,1994,49
